id,subject,fold,model,th,f1
SR008-TR1-2060-2124,SR008,2,2D,0.9,0.39790171679212705
SR008-TR1-2060-2124,SR008,2,2D,0.95,0.09175776243894118
SR008-TR1-670-734,SR008,2,3D,0.5,0.7112549827150496
SR008-TR1-670-734,SR008,2,3D,0.55,0.7112549827150496
SR008-TR1-670-734,SR008,2,3D,0.6,0.7112549827150496
SR008-TR1-670-734,SR008,2,3D,0.65,0.7112549827150496
SR008-TR1-670-734,SR008,2,3D,0.7,0.5771695216165705
SR008-TR1-670-734,SR008,2,3D,0.75,0.4948778549553248
SR008-TR1-670-734,SR008,2,3D,0.8,0.3976089473986386
SR008-TR1-670-734,SR008,2,3D,0.85,0.26364603531974434
SR008-TR1-670-734,SR008,2,3D,0.9,0.11622831824261172
SR008-TR1-670-734,SR008,2,3D,0.95,0
SR008-TR1-670-734,SR008,2,2D,0.5,0.6156135530688108
SR008-TR1-670-734,SR008,2,2D,0.55,0.6156135530688108
SR008-TR1-670-734,SR008,2,2D,0.6,0.6156135530688108
SR008-TR1-670-734,SR008,2,2D,0.65,0.6156135530688108
SR008-TR1-670-734,SR008,2,2D,0.7,0.539835164796189
SR008-TR1-670-734,SR008,2,2D,0.75,0.4118589743293877
SR008-TR1-670-734,SR008,2,2D,0.8,0.34281135528654183
SR008-TR1-670-734,SR008,2,2D,0.85,0.1967948717807624
SR008-TR1-670-734,SR008,2,2D,0.9,0.05238095237729025
SR008-TR1-670-734,SR008,2,2D,0.95,0
SR009-CL1-3900-3964,SR009,3,3D,0.5,0.7417406051217403
SR009-CL1-3900-3964,SR009,3,3D,0.55,0.7417406051217403
SR009-CL1-3900-3964,SR009,3,3D,0.6,0.7108255431731562
SR009-CL1-3900-3964,SR009,3,3D,0.65,0.6874862388001
SR009-CL1-3900-3964,SR009,3,3D,0.7,0.6585952788755024
SR009-CL1-3900-3964,SR009,3,3D,0.75,0.5990151882627138
SR009-CL1-3900-3964,SR009,3,3D,0.8,0.42283622988652636
SR009-CL1-3900-3964,SR009,3,3D,0.85,0.22235616500780192
SR009-CL1-3900-3964,SR009,3,3D,0.9,0.02278313084695318
SR009-CL1-3900-3964,SR009,3,3D,0.95,0
SR009-CL1-3900-3964,SR009,3,2D,0.5,0.5494994812216849
SR009-CL1-3900-3964,SR009,3,2D,0.55,0.5305185145667818
SR009-CL1-3900-3964,SR009,3,2D,0.6,0.5072122815049955
SR009-CL1-3900-3964,SR009,3,2D,0.65,0.45731362417707216
SR009-CL1-3900-3964,SR009,3,2D,0.7,0.3683757981242306
SR009-CL1-3900-3964,SR009,3,2D,0.75,0.2769348416330468
SR009-CL1-3900-3964,SR009,3,2D,0.8,0.20325283296986954
SR009-CL1-3900-3964,SR009,3,2D,0.85,0.0861807537835576
SR009-CL1-3900-3964,SR009,3,2D,0.9,0.006410256410092045
SR009-CL1-3900-3964,SR009,3,2D,0.95,0
SR009-CL1-4400-4464,SR009,3,3D,0.5,0.6511243629272288
SR009-CL1-4400-4464,SR009,3,3D,0.55,0.6174063690355743
SR009-CL1-4400-4464,SR009,3,3D,0.6,0.5949202592016388
SR009-CL1-4400-4464,SR009,3,3D,0.65,0.5673840273181875
SR009-CL1-4400-4464,SR009,3,3D,0.7,0.5341546148933539
SR009-CL1-4400-4464,SR009,3,3D,0.75,0.5119323926716255
SR009-CL1-4400-4464,SR009,3,3D,0.8,0.3993865602344956
SR009-CL1-4400-4464,SR009,3,3D,0.85,0.26435423496254157
SR009-CL1-4400-4464,SR009,3,3D,0.9,0.16355120976844914
SR009-CL1-4400-4464,SR009,3,3D,0.95,0.005555555555432099
SR009-CL1-4400-4464,SR009,3,2D,0.5,0.683275468389325
SR009-CL1-4400-4464,SR009,3,2D,0.55,0.6774615149010881
SR009-CL1-4400-4464,SR009,3,2D,0.6,0.671779696719399
SR009-CL1-4400-4464,SR009,3,2D,0.65,0.6380271962715014
SR009-CL1-4400-4464,SR009,3,2D,0.7,0.5805951645624489
SR009-CL1-4400-4464,SR009,3,2D,0.75,0.5156571365051693
SR009-CL1-4400-4464,SR009,3,2D,0.8,0.4394342655445923
SR009-CL1-4400-4464,SR009,3,2D,0.85,0.29430198868631086
SR009-CL1-4400-4464,SR009,3,2D,0.9,0.13524933981696602
SR009-CL1-4400-4464,SR009,3,2D,0.95,0
SR009-CL1-5380-5444,SR009,3,3D,0.5,0.8379016083295255
SR009-CL1-5380-5444,SR009,3,3D,0.55,0.8262737013530518
SR009-CL1-5380-5444,SR009,3,3D,0.6,0.8092110117680005
SR009-CL1-5380-5444,SR009,3,3D,0.65,0.76443329271803
SR009-CL1-5380-5444,SR009,3,3D,0.7,0.7189236908867905
SR009-CL1-5380-5444,SR009,3,3D,0.75,0.6628235080689596
SR009-CL1-5380-5444,SR009,3,3D,0.8,0.5663955977750643
SR009-CL1-5380-5444,SR009,3,3D,0.85,0.3927606767792775
SR009-CL1-5380-5444,SR009,3,3D,0.9,0.22599427030159414
SR009-CL1-5380-5444,SR009,3,3D,0.95,0.05129160666202429
SR009-CL1-5380-5444,SR009,3,2D,0.5,0.6753964792453857
SR009-CL1-5380-5444,SR009,3,2D,0.55,0.6484925842256759
SR009-CL1-5380-5444,SR009,3,2D,0.6,0.6143785674152666
SR009-CL1-5380-5444,SR009,3,2D,0.65,0.5831161623894356
SR009-CL1-5380-5444,SR009,3,2D,0.7,0.5329463001383188
SR009-CL1-5380-5444,SR009,3,2D,0.75,0.4838633394433948
SR009-CL1-5380-5444,SR009,3,2D,0.8,0.37855942298378537
SR009-CL1-5380-5444,SR009,3,2D,0.85,0.19209848921912848
SR009-CL1-5380-5444,SR009,3,2D,0.9,0.11500283330926071
SR009-CL1-5380-5444,SR009,3,2D,0.95,0.026893266065973302
SR009-CL1-6980-7044,SR009,3,3D,0.5,0.6868474182840438
SR009-CL1-6980-7044,SR009,3,3D,0.55,0.6654503707976069
SR009-CL1-6980-7044,SR009,3,3D,0.6,0.6432749112717661
SR009-CL1-6980-7044,SR009,3,3D,0.65,0.6034620056053408
SR009-CL1-6980-7044,SR009,3,3D,0.7,0.564103083547594
SR009-CL1-6980-7044,SR009,3,3D,0.75,0.5031099049059832
SR009-CL1-6980-7044,SR009,3,3D,0.8,0.44144191392808146
SR009-CL1-6980-7044,SR009,3,3D,0.85,0.3745808418273519
SR009-CL1-6980-7044,SR009,3,3D,0.9,0.20284558100010472
SR009-CL1-6980-7044,SR009,3,3D,0.95,0
SR009-CL1-6980-7044,SR009,3,2D,0.5,0.4818534696760717
SR009-CL1-6980-7044,SR009,3,2D,0.55,0.4579593230183643
SR009-CL1-6980-7044,SR009,3,2D,0.6,0.4449646885450975
SR009-CL1-6980-7044,SR009,3,2D,0.65,0.41325804188751225
SR009-CL1-6980-7044,SR009,3,2D,0.7,0.383682242078991
SR009-CL1-6980-7044,SR009,3,2D,0.75,0.3303510725645794
SR009-CL1-6980-7044,SR009,3,2D,0.8,0.28167939939765696
SR009-CL1-6980-7044,SR009,3,2D,0.85,0.21063971103557014
SR009-CL1-6980-7044,SR009,3,2D,0.9,0.08151628824192216
SR009-CL1-6980-7044,SR009,3,2D,0.95,0
SR009-CL2-2000-2064,SR009,3,3D,0.5,0.7577750347886838
SR009-CL2-2000-2064,SR009,3,3D,0.55,0.6765859459440777
SR009-CL2-2000-2064,SR009,3,3D,0.6,0.6178192517774623
SR009-CL2-2000-2064,SR009,3,3D,0.65,0.6063234801075363
SR009-CL2-2000-2064,SR009,3,3D,0.7,0.5653025576106907
SR009-CL2-2000-2064,SR009,3,3D,0.75,0.5187319522387037
SR009-CL2-2000-2064,SR009,3,3D,0.8,0.4142464420054803
SR009-CL2-2000-2064,SR009,3,3D,0.85,0.2855018563332541
SR009-CL2-2000-2064,SR009,3,3D,0.9,0.15207968080910042
SR009-CL2-2000-2064,SR009,3,3D,0.95,0
SR009-CL2-2000-2064,SR009,3,2D,0.5,0.6884921938692344
SR009-CL2-2000-2064,SR009,3,2D,0.55,0.6425570867132283
SR009-CL2-2000-2064,SR009,3,2D,0.6,0.6085213291831747
SR009-CL2-2000-2064,SR009,3,2D,0.65,0.6032021802471176
SR009-CL2-2000-2064,SR009,3,2D,0.7,0.5347429307114838
SR009-CL2-2000-2064,SR009,3,2D,0.75,0.466925859788788
SR009-CL2-2000-2064,SR009,3,2D,0.8,0.38220981370033896
SR009-CL2-2000-2064,SR009,3,2D,0.85,0.2526902744439204
SR009-CL2-2000-2064,SR009,3,2D,0.9,0.11810640676457503
SR009-CL2-2000-2064,SR009,3,2D,0.95,0.005813953488236885
SR009-CL2-3128-3192,SR009,3,3D,0.5,0.9624779621941825
SR009-CL2-3128-3192,SR009,3,3D,0.55,0.9466009460656545
SR009-CL2-3128-3192,SR009,3,3D,0.6,0.9223905966040709
SR009-CL2-3128-3192,SR009,3,3D,0.65,0.8913620653244869
SR009-CL2-3128-3192,SR009,3,3D,0.7,0.8501265535258231
SR009-CL2-3128-3192,SR009,3,3D,0.75,0.734785426242943
SR009-CL2-3128-3192,SR009,3,3D,0.8,0.6122591118355594
SR009-CL2-3128-3192,SR009,3,3D,0.85,0.4549063503549683
SR009-CL2-3128-3192,SR009,3,3D,0.9,0.2316918464523042
SR009-CL2-3128-3192,SR009,3,3D,0.95,0.008333333333055555
SR009-CL2-3128-3192,SR009,3,2D,0.5,0.7976202982454219
SR009-CL2-3128-3192,SR009,3,2D,0.55,0.7529546350468728
SR009-CL2-3128-3192,SR009,3,2D,0.6,0.7354053739637452
SR009-CL2-3128-3192,SR009,3,2D,0.65,0.7002635202886456
SR009-CL2-3128-3192,SR009,3,2D,0.7,0.6278206972839439
SR009-CL2-3128-3192,SR009,3,2D,0.75,0.5227300910290591
SR009-CL2-3128-3192,SR009,3,2D,0.8,0.41681208101580236
SR009-CL2-3128-3192,SR009,3,2D,0.85,0.2778952657467735
SR009-CL2-3128-3192,SR009,3,2D,0.9,0.10945402298449856
SR009-CL2-3128-3192,SR009,3,2D,0.95,0
SR009-CL2-6610-6674,SR009,3,3D,0.5,0.8143175451755181
SR009-CL2-6610-6674,SR009,3,3D,0.55,0.7910555130906802
SR009-CL2-6610-6674,SR009,3,3D,0.6,0.7680035650394437
SR009-CL2-6610-6674,SR009,3,3D,0.65,0.7604278074639156
SR009-CL2-6610-6674,SR009,3,3D,0.7,0.7387891520023552
SR009-CL2-6610-6674,SR009,3,3D,0.75,0.6565571683022431
SR009-CL2-6610-6674,SR009,3,3D,0.8,0.5290870893654076
SR009-CL2-6610-6674,SR009,3,3D,0.85,0.372440794488501
SR009-CL2-6610-6674,SR009,3,3D,0.9,0.1720460911585812
SR009-CL2-6610-6674,SR009,3,3D,0.95,0.007142857142653061
SR009-CL2-6610-6674,SR009,3,2D,0.5,0.6983099258163552
SR009-CL2-6610-6674,SR009,3,2D,0.55,0.6649395142490607
SR009-CL2-6610-6674,SR009,3,2D,0.6,0.6257712663059523
SR009-CL2-6610-6674,SR009,3,2D,0.65,0.5548781858355305
SR009-CL2-6610-6674,SR009,3,2D,0.7,0.4750988639186978
SR009-CL2-6610-6674,SR009,3,2D,0.75,0.38821400386204513
SR009-CL2-6610-6674,SR009,3,2D,0.8,0.35661863844415165
SR009-CL2-6610-6674,SR009,3,2D,0.85,0.26143539488481204
SR009-CL2-6610-6674,SR009,3,2D,0.9,0.05553689767519353
SR009-CL2-6610-6674,SR009,3,2D,0.95,0
SR009-CL2-7170-7234,SR009,3,3D,0.5,0.8371641756623115
SR009-CL2-7170-7234,SR009,3,3D,0.55,0.8190094137579893
SR009-CL2-7170-7234,SR009,3,3D,0.6,0.7886522709015841
SR009-CL2-7170-7234,SR009,3,3D,0.65,0.7637733816057921
SR009-CL2-7170-7234,SR009,3,3D,0.7,0.7510968732620832
SR009-CL2-7170-7234,SR009,3,3D,0.75,0.6947215599802908
SR009-CL2-7170-7234,SR009,3,3D,0.8,0.6203752521393586
SR009-CL2-7170-7234,SR009,3,3D,0.85,0.5264445412180654
SR009-CL2-7170-7234,SR009,3,3D,0.9,0.20888692767992734
SR009-CL2-7170-7234,SR009,3,3D,0.95,0.018299941927544014
SR009-CL2-7170-7234,SR009,3,2D,0.5,0.7429043237902173
SR009-CL2-7170-7234,SR009,3,2D,0.55,0.7152528086394738
SR009-CL2-7170-7234,SR009,3,2D,0.6,0.7024238612713821
SR009-CL2-7170-7234,SR009,3,2D,0.65,0.6745356036964107
SR009-CL2-7170-7234,SR009,3,2D,0.7,0.6275950571441349
SR009-CL2-7170-7234,SR009,3,2D,0.75,0.5793020946255438
SR009-CL2-7170-7234,SR009,3,2D,0.8,0.49679140195363797
SR009-CL2-7170-7234,SR009,3,2D,0.85,0.3741494863390928
SR009-CL2-7170-7234,SR009,3,2D,0.9,0.13785897731914667
SR009-CL2-7170-7234,SR009,3,2D,0.95,0.007352941176254326
SR009-CL2-910-974,SR009,3,3D,0.5,0.7846987965199759
SR009-CL2-910-974,SR009,3,3D,0.55,0.7640531508748986
SR009-CL2-910-974,SR009,3,3D,0.6,0.7450940131662415
SR009-CL2-910-974,SR009,3,3D,0.65,0.6982837160282506
SR009-CL2-910-974,SR009,3,3D,0.7,0.6656233771187677
SR009-CL2-910-974,SR009,3,3D,0.75,0.6055408792089312
SR009-CL2-910-974,SR009,3,3D,0.8,0.5007833491252063
SR009-CL2-910-974,SR009,3,3D,0.85,0.3995972476128926
SR009-CL2-910-974,SR009,3,3D,0.9,0.19399244168460944
SR009-CL2-910-974,SR009,3,3D,0.95,0.05312817516623382
SR009-CL2-910-974,SR009,3,2D,0.5,0.7429052322305973
SR009-CL2-910-974,SR009,3,2D,0.55,0.7290056183313701
SR009-CL2-910-974,SR009,3,2D,0.6,0.6940239333506659
SR009-CL2-910-974,SR009,3,2D,0.65,0.6685269121867728
SR009-CL2-910-974,SR009,3,2D,0.7,0.5951938883101403
SR009-CL2-910-974,SR009,3,2D,0.75,0.5342733958123529
SR009-CL2-910-974,SR009,3,2D,0.8,0.4384326994287181
SR009-CL2-910-974,SR009,3,2D,0.85,0.3204114851975132
SR009-CL2-910-974,SR009,3,2D,0.9,0.15602858814886122
SR009-CL2-910-974,SR009,3,2D,0.95,0.06667155312676634
SR009-CR1-3890-3954,SR009,3,3D,0.5,0.6579044117238037
SR009-CR1-3890-3954,SR009,3,3D,0.55,0.6454044117244286
SR009-CR1-3890-3954,SR009,3,3D,0.6,0.6287377450588731
SR009-CR1-3890-3954,SR009,3,3D,0.65,0.5865021008035786
SR009-CR1-3890-3954,SR009,3,3D,0.7,0.5394782912827807
SR009-CR1-3890-3954,SR009,3,3D,0.75,0.5238532912837572
SR009-CR1-3890-3954,SR009,3,3D,0.8,0.43578431369797654
SR009-CR1-3890-3954,SR009,3,3D,0.85,0.36321778709158237
SR009-CR1-3890-3954,SR009,3,3D,0.9,0.1613095237990019
SR009-CR1-3890-3954,SR009,3,3D,0.95,0
SR009-CR1-3890-3954,SR009,3,2D,0.5,0.11891821454910717
SR009-CR1-3890-3954,SR009,3,2D,0.55,0.1017146167395263
SR009-CR1-3890-3954,SR009,3,2D,0.6,0.09404416219419347
SR009-CR1-3890-3954,SR009,3,2D,0.65,0.08052019719859942
SR009-CR1-3890-3954,SR009,3,2D,0.7,0.06737540308266475
SR009-CR1-3890-3954,SR009,3,2D,0.75,0.05067852320103603
SR009-CR1-3890-3954,SR009,3,2D,0.8,0.040766209057128626
SR009-CR1-3890-3954,SR009,3,2D,0.85,0.026732086877988358
SR009-CR1-3890-3954,SR009,3,2D,0.9,0.009980237153949406
SR009-CR1-3890-3954,SR009,3,2D,0.95,0
SR009-CR1-7400-7464,SR009,3,3D,0.5,0.8206455188512085
SR009-CR1-7400-7464,SR009,3,3D,0.55,0.8123804915289408
SR009-CR1-7400-7464,SR009,3,3D,0.6,0.799809870060225
SR009-CR1-7400-7464,SR009,3,3D,0.65,0.7751469932758606
SR009-CR1-7400-7464,SR009,3,3D,0.7,0.7220542610295786
SR009-CR1-7400-7464,SR009,3,3D,0.75,0.6804397964800623
SR009-CR1-7400-7464,SR009,3,3D,0.8,0.624320875740149
SR009-CR1-7400-7464,SR009,3,3D,0.85,0.476742424505259
SR009-CR1-7400-7464,SR009,3,3D,0.9,0.30084475280149664
SR009-CR1-7400-7464,SR009,3,3D,0.95,0.036992659497232225
SR009-CR1-7400-7464,SR009,3,2D,0.5,0.6432432117902837
SR009-CR1-7400-7464,SR009,3,2D,0.55,0.6359907417462435
SR009-CR1-7400-7464,SR009,3,2D,0.6,0.6287871762405431
SR009-CR1-7400-7464,SR009,3,2D,0.65,0.611709105058229
SR009-CR1-7400-7464,SR009,3,2D,0.7,0.5646077537366588
SR009-CR1-7400-7464,SR009,3,2D,0.75,0.4950869006818996
SR009-CR1-7400-7464,SR009,3,2D,0.8,0.4335172882863032
SR009-CR1-7400-7464,SR009,3,2D,0.85,0.32977356269392344
SR009-CR1-7400-7464,SR009,3,2D,0.9,0.1629749159657071
SR009-CR1-7400-7464,SR009,3,2D,0.95,0.007637593283465361
SR009-CR2-1990-2054,SR009,3,3D,0.5,0.8668404659987201
SR009-CR2-1990-2054,SR009,3,3D,0.55,0.8447422517136581
SR009-CR2-1990-2054,SR009,3,3D,0.6,0.8065708632914211
SR009-CR2-1990-2054,SR009,3,3D,0.65,0.7007896633513031
SR009-CR2-1990-2054,SR009,3,3D,0.7,0.6102436887325186
SR009-CR2-1990-2054,SR009,3,3D,0.75,0.5493438339244158
SR009-CR2-1990-2054,SR009,3,3D,0.8,0.4500370419291298
SR009-CR2-1990-2054,SR009,3,3D,0.85,0.28988625324611017
SR009-CR2-1990-2054,SR009,3,3D,0.9,0.15149914620814048
SR009-CR2-1990-2054,SR009,3,3D,0.95,0.052903929165372295
SR009-CR2-1990-2054,SR009,3,2D,0.5,0.6971871102345305
SR009-CR2-1990-2054,SR009,3,2D,0.55,0.6577931708418354
SR009-CR2-1990-2054,SR009,3,2D,0.6,0.6338195638044797
SR009-CR2-1990-2054,SR009,3,2D,0.65,0.5863425691654763
SR009-CR2-1990-2054,SR009,3,2D,0.7,0.5362869518145346
SR009-CR2-1990-2054,SR009,3,2D,0.75,0.42217362724887336
SR009-CR2-1990-2054,SR009,3,2D,0.8,0.268042774791555
SR009-CR2-1990-2054,SR009,3,2D,0.85,0.23544847809932418
SR009-CR2-1990-2054,SR009,3,2D,0.9,0.12961961101139574
SR009-CR2-1990-2054,SR009,3,2D,0.95,0.02426096335917527
SR009-CR3-1300-1364,SR009,3,3D,0.5,0.7364661653760622
SR009-CR3-1300-1364,SR009,3,3D,0.55,0.7114035087357177
SR009-CR3-1300-1364,SR009,3,3D,0.6,0.6750939849279527
SR009-CR3-1300-1364,SR009,3,3D,0.65,0.6249686716472634
SR009-CR3-1300-1364,SR009,3,3D,0.7,0.6118107769111139
SR009-CR3-1300-1364,SR009,3,3D,0.75,0.5591791979665155
SR009-CR3-1300-1364,SR009,3,3D,0.8,0.4045112781749989
SR009-CR3-1300-1364,SR009,3,3D,0.85,0.24229323307033088
SR009-CR3-1300-1364,SR009,3,3D,0.9,0.024404761903570014
SR009-CR3-1300-1364,SR009,3,3D,0.95,0
SR009-CR3-1300-1364,SR009,3,2D,0.5,0.5369981325559033
SR009-CR3-1300-1364,SR009,3,2D,0.55,0.5222922502038272
SR009-CR3-1300-1364,SR009,3,2D,0.6,0.4789915966115577
SR009-CR3-1300-1364,SR009,3,2D,0.65,0.4651027077234404
SR009-CR3-1300-1364,SR009,3,2D,0.7,0.40989729222697585
SR009-CR3-1300-1364,SR009,3,2D,0.75,0.32492997197035445
SR009-CR3-1300-1364,SR009,3,2D,0.8,0.26890756300993107
SR009-CR3-1300-1364,SR009,3,2D,0.85,0.08543417366457563
SR009-CR3-1300-1364,SR009,3,2D,0.9,0.014705882352076125
SR009-CR3-1300-1364,SR009,3,2D,0.95,0
SR009-CR3-2100-2164,SR009,3,3D,0.5,0.6226976706158276
SR009-CR3-2100-2164,SR009,3,3D,0.55,0.5677871257544698
SR009-CR3-2100-2164,SR009,3,3D,0.6,0.5384700545502161
SR009-CR3-2100-2164,SR009,3,3D,0.65,0.4517950602307035
SR009-CR3-2100-2164,SR009,3,3D,0.7,0.3876491641831185
SR009-CR3-2100-2164,SR009,3,3D,0.75,0.2916036873984843
SR009-CR3-2100-2164,SR009,3,3D,0.8,0.19094160023855292
SR009-CR3-2100-2164,SR009,3,3D,0.85,0.11557402789162528
SR009-CR3-2100-2164,SR009,3,3D,0.9,0.034378175166702336
SR009-CR3-2100-2164,SR009,3,3D,0.95,0
SR009-CR3-2100-2164,SR009,3,2D,0.5,0.45632303865617996
SR009-CR3-2100-2164,SR009,3,2D,0.55,0.3794652321321633
SR009-CR3-2100-2164,SR009,3,2D,0.6,0.34920588701572775
SR009-CR3-2100-2164,SR009,3,2D,0.65,0.30154976116312704
SR009-CR3-2100-2164,SR009,3,2D,0.7,0.2528798104258176
SR009-CR3-2100-2164,SR009,3,2D,0.75,0.22220029724217943
SR009-CR3-2100-2164,SR009,3,2D,0.8,0.134996401226061
SR009-CR3-2100-2164,SR009,3,2D,0.85,0.09008585636430325
SR009-CR3-2100-2164,SR009,3,2D,0.9,0.02163865546156045
SR009-CR3-2100-2164,SR009,3,2D,0.95,0
SR009-CR3-800-864,SR009,3,3D,0.5,0.9387037036661329
SR009-CR3-800-864,SR009,3,3D,0.55,0.9387037036661329
SR009-CR3-800-864,SR009,3,3D,0.6,0.8785790597939038
SR009-CR3-800-864,SR009,3,3D,0.65,0.80883903130666
SR009-CR3-800-864,SR009,3,3D,0.7,0.7687749287441652
SR009-CR3-800-864,SR009,3,3D,0.75,0.6778454415683577
SR009-CR3-800-864,SR009,3,3D,0.8,0.5082727920024884
SR009-CR3-800-864,SR009,3,3D,0.85,0.29097934471764364
SR009-CR3-800-864,SR009,3,3D,0.9,0.09903133902740759
SR009-CR3-800-864,SR009,3,3D,0.95,0
SR009-CR3-800-864,SR009,3,2D,0.5,0.40656394967033976
SR009-CR3-800-864,SR009,3,2D,0.55,0.36858966905094875
SR009-CR3-800-864,SR009,3,2D,0.6,0.31801422148320396
SR009-CR3-800-864,SR009,3,2D,0.65,0.24417037564814426
SR009-CR3-800-864,SR009,3,2D,0.7,0.21696449329669312
SR009-CR3-800-864,SR009,3,2D,0.75,0.18975861094524202
SR009-CR3-800-864,SR009,3,2D,0.8,0.14213956332846195
SR009-CR3-800-864,SR009,3,2D,0.85,0.09376999811341824
SR009-CR3-800-864,SR009,3,2D,0.9,0.0705015998461034
SR009-CR3-800-864,SR009,3,2D,0.95,0
SR009-TL1-4050-4114,SR009,3,3D,0.5,0.7955985186300091
SR009-TL1-4050-4114,SR009,3,3D,0.55,0.7238905730022318
SR009-TL1-4050-4114,SR009,3,3D,0.6,0.6970820526601877
SR009-TL1-4050-4114,SR009,3,3D,0.65,0.6780446963390799
SR009-TL1-4050-4114,SR009,3,3D,0.7,0.6339947966872856
SR009-TL1-4050-4114,SR009,3,3D,0.75,0.5694369885973793
SR009-TL1-4050-4114,SR009,3,3D,0.8,0.5047419055857312
SR009-TL1-4050-4114,SR009,3,3D,0.85,0.29527484806597987
SR009-TL1-4050-4114,SR009,3,3D,0.9,0.09873531640417778
SR009-TL1-4050-4114,SR009,3,3D,0.95,0.0175492610831277
SR009-TL1-4050-4114,SR009,3,2D,0.5,0.6476250198840172
SR009-TL1-4050-4114,SR009,3,2D,0.55,0.6290810638407499
SR009-TL1-4050-4114,SR009,3,2D,0.6,0.6103989986240753
SR009-TL1-4050-4114,SR009,3,2D,0.65,0.5650534298426654
SR009-TL1-4050-4114,SR009,3,2D,0.7,0.4880250913363601
SR009-TL1-4050-4114,SR009,3,2D,0.75,0.4602218760341764
SR009-TL1-4050-4114,SR009,3,2D,0.8,0.3419596405884653
SR009-TL1-4050-4114,SR009,3,2D,0.85,0.22896477012474253
SR009-TL1-4050-4114,SR009,3,2D,0.9,0.08554778051731202
SR009-TL1-4050-4114,SR009,3,2D,0.95,0.02048494983193351
SR009-TL1-4520-4584,SR009,3,3D,0.5,0.510364322361968
SR009-TL1-4520-4584,SR009,3,3D,0.55,0.510364322361968
SR009-TL1-4520-4584,SR009,3,3D,0.6,0.476168920064287
SR009-TL1-4520-4584,SR009,3,3D,0.65,0.4519232304099001
SR009-TL1-4520-4584,SR009,3,3D,0.7,0.37479399988892154
SR009-TL1-4520-4584,SR009,3,3D,0.75,0.3000205692990219
SR009-TL1-4520-4584,SR009,3,3D,0.8,0.21743463870936638
SR009-TL1-4520-4584,SR009,3,3D,0.85,0.16668831048631289
SR009-TL1-4520-4584,SR009,3,3D,0.9,0.09282299955476922
SR009-TL1-4520-4584,SR009,3,3D,0.95,0
SR009-TL1-4520-4584,SR009,3,2D,0.5,0.5913315179259541
SR009-TL1-4520-4584,SR009,3,2D,0.55,0.535426267264432
SR009-TL1-4520-4584,SR009,3,2D,0.6,0.5126431364174788
SR009-TL1-4520-4584,SR009,3,2D,0.65,0.48986000557052567
SR009-TL1-4520-4584,SR009,3,2D,0.7,0.42784527299320785
SR009-TL1-4520-4584,SR009,3,2D,0.75,0.3340612344540458
SR009-TL1-4520-4584,SR009,3,2D,0.8,0.2331343387722306
SR009-TL1-4520-4584,SR009,3,2D,0.85,0.14920053064744007
SR009-TL1-4520-4584,SR009,3,2D,0.9,0.09513685239188666
SR009-TL1-4520-4584,SR009,3,2D,0.95,0.016993087557024663
SR009-TL1-6130-6194,SR009,3,3D,0.5,0.8427443329295929
SR009-TL1-6130-6194,SR009,3,3D,0.55,0.8427443329295929
SR009-TL1-6130-6194,SR009,3,3D,0.6,0.7950514058906728
SR009-TL1-6130-6194,SR009,3,3D,0.65,0.744466121611791
SR009-TL1-6130-6194,SR009,3,3D,0.7,0.6696567924574495
SR009-TL1-6130-6194,SR009,3,3D,0.75,0.576542619998939
SR009-TL1-6130-6194,SR009,3,3D,0.8,0.43125829482897915
SR009-TL1-6130-6194,SR009,3,3D,0.85,0.2440148820491529
SR009-TL1-6130-6194,SR009,3,3D,0.9,0.06588075772608906
SR009-TL1-6130-6194,SR009,3,3D,0.95,0
SR009-TL1-6130-6194,SR009,3,2D,0.5,0.7504381792891873
SR009-TL1-6130-6194,SR009,3,2D,0.55,0.7312074100591577
SR009-TL1-6130-6194,SR009,3,2D,0.6,0.6745580409119297
SR009-TL1-6130-6194,SR009,3,2D,0.65,0.6542658331205573
SR009-TL1-6130-6194,SR009,3,2D,0.7,0.6274090691957922
SR009-TL1-6130-6194,SR009,3,2D,0.75,0.5336489819047432
SR009-TL1-6130-6194,SR009,3,2D,0.8,0.42954275926800023
SR009-TL1-6130-6194,SR009,3,2D,0.85,0.23508770921673303
SR009-TL1-6130-6194,SR009,3,2D,0.9,0.02685676392476509
SR009-TL1-6130-6194,SR009,3,2D,0.95,0
SR009-TR1-2930-2994,SR009,3,3D,0.5,0.6930054218259603
SR009-TR1-2930-2994,SR009,3,3D,0.55,0.679116532937843
SR009-TR1-2930-2994,SR009,3,3D,0.6,0.679116532937843
SR009-TR1-2930-2994,SR009,3,3D,0.65,0.6121694889723865
SR009-TR1-2930-2994,SR009,3,3D,0.7,0.5106580510698406
SR009-TR1-2930-2994,SR009,3,3D,0.75,0.45567439094215495
SR009-TR1-2930-2994,SR009,3,3D,0.8,0.4119243909447331
SR009-TR1-2930-2994,SR009,3,3D,0.85,0.28351901364976706
SR009-TR1-2930-2994,SR009,3,3D,0.9,0.05189393939117022
SR009-TR1-2930-2994,SR009,3,3D,0.95,0
SR009-TR1-2930-2994,SR009,3,2D,0.5,0.5433786672231352
SR009-TR1-2930-2994,SR009,3,2D,0.55,0.5255215243672678
SR009-TR1-2930-2994,SR009,3,2D,0.6,0.5123636296311183
SR009-TR1-2930-2994,SR009,3,2D,0.65,0.4956969629655627
