id,subject,fold,model,th,f1
SR007-TR1-5340-5404,SR007,1,3D,0.7,0.46271480329435577
SR007-TR1-5340-5404,SR007,1,3D,0.75,0.39628165311373587
SR007-TR1-5340-5404,SR007,1,3D,0.8,0.2859706959593897
SR007-TR1-5340-5404,SR007,1,3D,0.85,0.15500915750313465
SR007-TR1-5340-5404,SR007,1,3D,0.9,0.008928571428252551
SR007-TR1-5340-5404,SR007,1,3D,0.95,0
SR007-TR1-5340-5404,SR007,1,2D,0.5,0.5394888444658528
SR007-TR1-5340-5404,SR007,1,2D,0.55,0.47333666331660834
SR007-TR1-5340-5404,SR007,1,2D,0.6,0.44274225772345893
SR007-TR1-5340-5404,SR007,1,2D,0.65,0.4117632367457243
SR007-TR1-5340-5404,SR007,1,2D,0.7,0.37849483847880944
SR007-TR1-5340-5404,SR007,1,2D,0.75,0.3138095237963005
SR007-TR1-5340-5404,SR007,1,2D,0.8,0.2281984681889312
SR007-TR1-5340-5404,SR007,1,2D,0.85,0.13412587412030272
SR007-TR1-5340-5404,SR007,1,2D,0.9,0.08430069929712372
SR007-TR1-5340-5404,SR007,1,2D,0.95,0
SR008-CL1-5080-5144,SR008,2,3D,0.5,0.862039807982467
SR008-CL1-5080-5144,SR008,2,3D,0.55,0.8431112365546145
SR008-CL1-5080-5144,SR008,2,3D,0.6,0.7803839638299748
SR008-CL1-5080-5144,SR008,2,3D,0.65,0.7590203274672549
SR008-CL1-5080-5144,SR008,2,3D,0.7,0.7267871258876164
SR008-CL1-5080-5144,SR008,2,3D,0.75,0.6978585544601639
SR008-CL1-5080-5144,SR008,2,3D,0.8,0.5928980801562856
SR008-CL1-5080-5144,SR008,2,3D,0.85,0.4346583850750645
SR008-CL1-5080-5144,SR008,2,3D,0.9,0.2914652738443636
SR008-CL1-5080-5144,SR008,2,3D,0.95,0.06165584415329222
SR008-CL1-5080-5144,SR008,2,2D,0.5,0.798712609819312
SR008-CL1-5080-5144,SR008,2,2D,0.55,0.798712609819312
SR008-CL1-5080-5144,SR008,2,2D,0.6,0.7882959431530794
SR008-CL1-5080-5144,SR008,2,2D,0.65,0.755104949365733
SR008-CL1-5080-5144,SR008,2,2D,0.7,0.7214610570277006
SR008-CL1-5080-5144,SR008,2,2D,0.75,0.6996807539983481
SR008-CL1-5080-5144,SR008,2,2D,0.8,0.5421290665619933
SR008-CL1-5080-5144,SR008,2,2D,0.85,0.40110704511131695
SR008-CL1-5080-5144,SR008,2,2D,0.9,0.22804957722440283
SR008-CL1-5080-5144,SR008,2,2D,0.95,0.07590914519931842
SR008-CL2-1890-1954,SR008,2,3D,0.5,0.9608585857610639
SR008-CL2-1890-1954,SR008,2,3D,0.55,0.9381313130358573
SR008-CL2-1890-1954,SR008,2,3D,0.6,0.9381313130358573
SR008-CL2-1890-1954,SR008,2,3D,0.65,0.8654040403156507
SR008-CL2-1890-1954,SR008,2,3D,0.7,0.8154040403206507
SR008-CL2-1890-1954,SR008,2,3D,0.75,0.7904040403231507
SR008-CL2-1890-1954,SR008,2,3D,0.8,0.7404040403281507
SR008-CL2-1890-1954,SR008,2,3D,0.85,0.609848484786268
SR008-CL2-1890-1954,SR008,2,3D,0.9,0.4282828282395893
SR008-CL2-1890-1954,SR008,2,3D,0.95,0.12272727271520661
SR008-CL2-1890-1954,SR008,2,2D,0.5,0.8367424241511852
SR008-CL2-1890-1954,SR008,2,2D,0.55,0.8367424241511852
SR008-CL2-1890-1954,SR008,2,2D,0.6,0.8367424241511852
SR008-CL2-1890-1954,SR008,2,2D,0.65,0.8117424241536852
SR008-CL2-1890-1954,SR008,2,2D,0.7,0.7867424241561852
SR008-CL2-1890-1954,SR008,2,2D,0.75,0.7362373736562873
SR008-CL2-1890-1954,SR008,2,2D,0.8,0.6799873736626935
SR008-CL2-1890-1954,SR008,2,2D,0.85,0.5369318181236233
SR008-CL2-1890-1954,SR008,2,2D,0.9,0.35189393935554225
SR008-CL2-1890-1954,SR008,2,2D,0.95,0.08175505049599172
SR008-CL2-5300-5364,SR008,2,3D,0.5,0.9611111110137655
SR008-CL2-5300-5364,SR008,2,3D,0.55,0.9611111110137655
SR008-CL2-5300-5364,SR008,2,3D,0.6,0.9361111110162654
SR008-CL2-5300-5364,SR008,2,3D,0.65,0.9361111110162654
SR008-CL2-5300-5364,SR008,2,3D,0.7,0.8055555554743827
SR008-CL2-5300-5364,SR008,2,3D,0.75,0.7055555554843828
SR008-CL2-5300-5364,SR008,2,3D,0.8,0.6555555554893827
SR008-CL2-5300-5364,SR008,2,3D,0.85,0.6055555554943827
SR008-CL2-5300-5364,SR008,2,3D,0.9,0.3805555555168827
SR008-CL2-5300-5364,SR008,2,3D,0.95,0.0249999999975
SR008-CL2-5300-5364,SR008,2,2D,0.5,0.8972222221300309
SR008-CL2-5300-5364,SR008,2,2D,0.55,0.8472222221350308
SR008-CL2-5300-5364,SR008,2,2D,0.6,0.8472222221350308
SR008-CL2-5300-5364,SR008,2,2D,0.65,0.8222222221375308
SR008-CL2-5300-5364,SR008,2,2D,0.7,0.6666666665981481
SR008-CL2-5300-5364,SR008,2,2D,0.75,0.5861111110512655
SR008-CL2-5300-5364,SR008,2,2D,0.8,0.5611111110537654
SR008-CL2-5300-5364,SR008,2,2D,0.85,0.5361111110562654
SR008-CL2-5300-5364,SR008,2,2D,0.9,0.3083333333015741
SR008-CL2-5300-5364,SR008,2,2D,0.95,0.0249999999975
SR008-CL2-6030-6094,SR008,2,3D,0.5,0.8126373625784732
SR008-CL2-6030-6094,SR008,2,3D,0.55,0.8126373625784732
SR008-CL2-6030-6094,SR008,2,3D,0.6,0.8126373625784732
SR008-CL2-6030-6094,SR008,2,3D,0.65,0.7741758241198934
SR008-CL2-6030-6094,SR008,2,3D,0.7,0.7741758241198934
SR008-CL2-6030-6094,SR008,2,3D,0.75,0.7741758241198934
SR008-CL2-6030-6094,SR008,2,3D,0.8,0.6666666666184676
SR008-CL2-6030-6094,SR008,2,3D,0.85,0.5948717948287766
SR008-CL2-6030-6094,SR008,2,3D,0.9,0.32371794869458886
SR008-CL2-6030-6094,SR008,2,3D,0.95,0.017857142855867345
SR008-CL2-6030-6094,SR008,2,2D,0.5,0.7418727105657065
SR008-CL2-6030-6094,SR008,2,2D,0.55,0.7418727105657065
SR008-CL2-6030-6094,SR008,2,2D,0.6,0.6809752746732222
SR008-CL2-6030-6094,SR008,2,2D,0.65,0.660141941341625
SR008-CL2-6030-6094,SR008,2,2D,0.7,0.5827609889666958
SR008-CL2-6030-6094,SR008,2,2D,0.75,0.5827609889666958
SR008-CL2-6030-6094,SR008,2,2D,0.8,0.5076121794486106
SR008-CL2-6030-6094,SR008,2,2D,0.85,0.4288576007002588
SR008-CL2-6030-6094,SR008,2,2D,0.9,0.09140338827164529
SR008-CL2-6030-6094,SR008,2,2D,0.95,0
SR008-CL2-6350-6414,SR008,2,3D,0.5,0.8275252524433787
SR008-CL2-6350-6414,SR008,2,3D,0.55,0.7839646463865749
SR008-CL2-6350-6414,SR008,2,3D,0.6,0.7284090908371922
SR008-CL2-6350-6414,SR008,2,3D,0.65,0.6779040403372942
SR008-CL2-6350-6414,SR008,2,3D,0.7,0.6251262625651028
SR008-CL2-6350-6414,SR008,2,3D,0.75,0.47095959591443154
SR008-CL2-6350-6414,SR008,2,3D,0.8,0.321338383808347
SR008-CL2-6350-6414,SR008,2,3D,0.85,0.2588383838135554
SR008-CL2-6350-6414,SR008,2,3D,0.9,0.1944444444251543
SR008-CL2-6350-6414,SR008,2,3D,0.95,0
SR008-CL2-6350-6414,SR008,2,2D,0.5,0.8490530302165828
SR008-CL2-6350-6414,SR008,2,2D,0.55,0.8240530302190828
SR008-CL2-6350-6414,SR008,2,2D,0.6,0.8240530302190828
SR008-CL2-6350-6414,SR008,2,2D,0.65,0.7823863635558883
SR008-CL2-6350-6414,SR008,2,2D,0.7,0.729608585783697
SR008-CL2-6350-6414,SR008,2,2D,0.75,0.589330808019214
SR008-CL2-6350-6414,SR008,2,2D,0.8,0.42929292924863294
SR008-CL2-6350-6414,SR008,2,2D,0.85,0.1998106060401661
SR008-CL2-6350-6414,SR008,2,2D,0.9,0.15119949493387752
SR008-CL2-6350-6414,SR008,2,2D,0.95,0
SR008-CL2-7900-7964,SR008,2,3D,0.5,0.9916666666042014
SR008-CL2-7900-7964,SR008,2,3D,0.55,0.9916666666042014
SR008-CL2-7900-7964,SR008,2,3D,0.6,0.9916666666042014
SR008-CL2-7900-7964,SR008,2,3D,0.65,0.9604166666061545
SR008-CL2-7900-7964,SR008,2,3D,0.7,0.9437499999405989
SR008-CL2-7900-7964,SR008,2,3D,0.75,0.8645833332789497
SR008-CL2-7900-7964,SR008,2,3D,0.8,0.8177083332818793
SR008-CL2-7900-7964,SR008,2,3D,0.85,0.7239583332877387
SR008-CL2-7900-7964,SR008,2,3D,0.9,0.5343749999663933
SR008-CL2-7900-7964,SR008,2,3D,0.95,0.17291666665578992
SR008-CL2-7900-7964,SR008,2,2D,0.5,0.9666666666043056
SR008-CL2-7900-7964,SR008,2,2D,0.55,0.9666666666043056
SR008-CL2-7900-7964,SR008,2,2D,0.6,0.9499999999387501
SR008-CL2-7900-7964,SR008,2,2D,0.65,0.916666666607639
SR008-CL2-7900-7964,SR008,2,2D,0.7,0.8364583332794575
SR008-CL2-7900-7964,SR008,2,2D,0.75,0.7718749999502995
SR008-CL2-7900-7964,SR008,2,2D,0.8,0.658333333291007
SR008-CL2-7900-7964,SR008,2,2D,0.85,0.6114583332939366
SR008-CL2-7900-7964,SR008,2,2D,0.9,0.4812499999690885
SR008-CL2-7900-7964,SR008,2,2D,0.95,0.15937499998983073
SR008-CR1-4800-4864,SR008,2,3D,0.5,0.8633910150846689
SR008-CR1-4800-4864,SR008,2,3D,0.55,0.8633910150846689
SR008-CR1-4800-4864,SR008,2,3D,0.6,0.8537756304696541
SR008-CR1-4800-4864,SR008,2,3D,0.65,0.8451549408147789
SR008-CR1-4800-4864,SR008,2,3D,0.7,0.8368216074817234
SR008-CR1-4800-4864,SR008,2,3D,0.75,0.7437255273201502
SR008-CR1-4800-4864,SR008,2,3D,0.8,0.6556257280165615
SR008-CR1-4800-4864,SR008,2,3D,0.85,0.566861921583497
SR008-CR1-4800-4864,SR008,2,3D,0.9,0.4099513353680459
SR008-CR1-4800-4864,SR008,2,3D,0.95,0.068390804595362
SR008-CR1-4800-4864,SR008,2,2D,0.5,0.6555963957923969
SR008-CR1-4800-4864,SR008,2,2D,0.55,0.6223064401349081
SR008-CR1-4800-4864,SR008,2,2D,0.6,0.6223064401349081
SR008-CR1-4800-4864,SR008,2,2D,0.65,0.6001024927671484
SR008-CR1-4800-4864,SR008,2,2D,0.7,0.5803389792541563
SR008-CR1-4800-4864,SR008,2,2D,0.75,0.5550184664342848
SR008-CR1-4800-4864,SR008,2,2D,0.8,0.46832522768744606
SR008-CR1-4800-4864,SR008,2,2D,0.85,0.3746727460440639
SR008-CR1-4800-4864,SR008,2,2D,0.9,0.29764453850815853
SR008-CR1-4800-4864,SR008,2,2D,0.95,0.09595338723363872
SR008-CR1-6480-6544,SR008,2,3D,0.5,0.8605337893029987
SR008-CR1-6480-6544,SR008,2,3D,0.55,0.8407969471982549
SR008-CR1-6480-6544,SR008,2,3D,0.6,0.8407969471982549
SR008-CR1-6480-6544,SR008,2,3D,0.65,0.8279764343780709
SR008-CR1-6480-6544,SR008,2,3D,0.7,0.8148094212114046
SR008-CR1-6480-6544,SR008,2,3D,0.75,0.8012860293989053
SR008-CR1-6480-6544,SR008,2,3D,0.8,0.7882968256205652
SR008-CR1-6480-6544,SR008,2,3D,0.85,0.7533537943549822
SR008-CR1-6480-6544,SR008,2,3D,0.9,0.647055247656788
SR008-CR1-6480-6544,SR008,2,3D,0.95,0.2587258459865928
SR008-CR1-6480-6544,SR008,2,2D,0.5,0.8586672143999301
SR008-CR1-6480-6544,SR008,2,2D,0.55,0.8315609872944398
SR008-CR1-6480-6544,SR008,2,2D,0.6,0.8315609872944398
SR008-CR1-6480-6544,SR008,2,2D,0.65,0.8180474737812915
SR008-CR1-6480-6544,SR008,2,2D,0.7,0.7984702042045333
SR008-CR1-6480-6544,SR008,2,2D,0.75,0.7984702042045333
SR008-CR1-6480-6544,SR008,2,2D,0.8,0.7701791429373024
SR008-CR1-6480-6544,SR008,2,2D,0.85,0.7098665213598567
SR008-CR1-6480-6544,SR008,2,2D,0.9,0.5722334519871681
SR008-CR1-6480-6544,SR008,2,2D,0.95,0.16099922036970346
SR008-CR1-7620-7684,SR008,2,3D,0.5,0.7488636363319436
SR008-CR1-7620-7684,SR008,2,3D,0.55,0.7374999999688239
SR008-CR1-7620-7684,SR008,2,3D,0.6,0.7374999999688239
SR008-CR1-7620-7684,SR008,2,3D,0.65,0.7374999999688239
SR008-CR1-7620-7684,SR008,2,3D,0.7,0.7374999999688239
SR008-CR1-7620-7684,SR008,2,3D,0.75,0.7174999999696239
SR008-CR1-7620-7684,SR008,2,3D,0.8,0.6748863636078061
SR008-CR1-7620-7684,SR008,2,3D,0.85,0.5173484848265636
SR008-CR1-7620-7684,SR008,2,3D,0.9,0.3906439393773863
SR008-CR1-7620-7684,SR008,2,3D,0.95,0.12670454544917725
SR008-CR1-7620-7684,SR008,2,2D,0.5,0.7950757575424517
SR008-CR1-7620-7684,SR008,2,2D,0.55,0.7850757575428517
SR008-CR1-7620-7684,SR008,2,2D,0.6,0.7746590908766191
SR008-CR1-7620-7684,SR008,2,2D,0.65,0.7632954545134992
SR008-CR1-7620-7684,SR008,2,2D,0.7,0.7320454545148014
SR008-CR1-7620-7684,SR008,2,2D,0.75,0.7216287878485688
SR008-CR1-7620-7684,SR008,2,2D,0.8,0.7112121211823361
SR008-CR1-7620-7684,SR008,2,2D,0.85,0.5539015151283374
SR008-CR1-7620-7684,SR008,2,2D,0.9,0.4187878787703238
SR008-CR1-7620-7684,SR008,2,2D,0.95,0.04124999999829791
SR008-CR1-7760-7824,SR008,2,3D,0.5,0.8269001830917198
SR008-CR1-7760-7824,SR008,2,3D,0.55,0.8090430402358524
SR008-CR1-7760-7824,SR008,2,3D,0.6,0.8090430402358524
SR008-CR1-7760-7824,SR008,2,3D,0.65,0.8090430402358524
SR008-CR1-7760-7824,SR008,2,3D,0.7,0.8090430402358524
SR008-CR1-7760-7824,SR008,2,3D,0.75,0.8090430402358524
SR008-CR1-7760-7824,SR008,2,3D,0.8,0.8090430402358524
SR008-CR1-7760-7824,SR008,2,3D,0.85,0.7898122710065625
SR008-CR1-7760-7824,SR008,2,3D,0.9,0.5998626373201114
SR008-CR1-7760-7824,SR008,2,3D,0.95,0.12417582416698124
SR008-CR1-7760-7824,SR008,2,2D,0.5,0.8502632783300391
SR008-CR1-7760-7824,SR008,2,2D,0.55,0.8502632783300391
SR008-CR1-7760-7824,SR008,2,2D,0.6,0.8502632783300391
SR008-CR1-7760-7824,SR008,2,2D,0.65,0.8502632783300391
SR008-CR1-7760-7824,SR008,2,2D,0.7,0.8502632783300391
SR008-CR1-7760-7824,SR008,2,2D,0.75,0.8502632783300391
SR008-CR1-7760-7824,SR008,2,2D,0.8,0.8310325091007492
SR008-CR1-7760-7824,SR008,2,2D,0.85,0.7616529303510129
SR008-CR1-7760-7824,SR008,2,2D,0.9,0.5100618131518895
SR008-CR1-7760-7824,SR008,2,2D,0.95,0.12090201464360521
SR008-CR2-640-704,SR008,2,3D,0.5,0.9772727272283059
SR008-CR2-640-704,SR008,2,3D,0.55,0.9772727272283059
SR008-CR2-640-704,SR008,2,3D,0.6,0.9772727272283059
SR008-CR2-640-704,SR008,2,3D,0.65,0.9772727272283059
SR008-CR2-640-704,SR008,2,3D,0.7,0.9431818181389463
SR008-CR2-640-704,SR008,2,3D,0.75,0.9204545454127067
SR008-CR2-640-704,SR008,2,3D,0.8,0.9090909090495868
SR008-CR2-640-704,SR008,2,3D,0.85,0.8636363635971074
SR008-CR2-640-704,SR008,2,3D,0.9,0.6590909090609504
SR008-CR2-640-704,SR008,2,3D,0.95,0.1704545454467975
SR008-CR2-640-704,SR008,2,2D,0.5,0.9457792207350033
SR008-CR2-640-704,SR008,2,2D,0.55,0.9344155843718834
SR008-CR2-640-704,SR008,2,2D,0.6,0.9230519480087636
SR008-CR2-640-704,SR008,2,2D,0.65,0.9116883116456437
SR008-CR2-640-704,SR008,2,2D,0.7,0.9116883116456437
SR008-CR2-640-704,SR008,2,2D,0.75,0.8997835497414487
SR008-CR2-640-704,SR008,2,2D,0.8,0.8878787878372537
SR008-CR2-640-704,SR008,2,2D,0.85,0.7709415584054995
SR008-CR2-640-704,SR008,2,2D,0.9,0.5597402597141259
SR008-CR2-640-704,SR008,2,2D,0.95,0.08225108224721472
SR008-TL1-1160-1224,SR008,2,3D,0.5,0.8747086246354898
SR008-TL1-1160-1224,SR008,2,3D,0.55,0.7074592074001078
SR008-TL1-1160-1224,SR008,2,3D,0.6,0.6449592074053162
SR008-TL1-1160-1224,SR008,2,3D,0.65,0.624125874073719
SR008-TL1-1160-1224,SR008,2,3D,0.7,0.5786713286233057
SR008-TL1-1160-1224,SR008,2,3D,0.75,0.5161713286285141
SR008-TL1-1160-1224,SR008,2,3D,0.8,0.4761072260676269
SR008-TL1-1160-1224,SR008,2,3D,0.85,0.45687645683833694
SR008-TL1-1160-1224,SR008,2,3D,0.9,0.4133158507815331
SR008-TL1-1160-1224,SR008,2,3D,0.95,0.12718531467449481
SR008-TL1-1160-1224,SR008,2,2D,0.5,0.7947261071611148
SR008-TL1-1160-1224,SR008,2,2D,0.55,0.6518065267532467
SR008-TL1-1160-1224,SR008,2,2D,0.6,0.5893065267584551
SR008-TL1-1160-1224,SR008,2,2D,0.65,0.5684731934268579
SR008-TL1-1160-1224,SR008,2,2D,0.7,0.5492424241975679
SR008-TL1-1160-1224,SR008,2,2D,0.75,0.5075757575343735
SR008-TL1-1160-1224,SR008,2,2D,0.8,0.4883449883050835
SR008-TL1-1160-1224,SR008,2,2D,0.85,0.4883449883050835
SR008-TL1-1160-1224,SR008,2,2D,0.9,0.34382284379490813
SR008-TL1-1160-1224,SR008,2,2D,0.95,0.04006410256088716
SR008-TL1-1879-1943,SR008,2,3D,0.5,0.8508012819836304
SR008-TL1-1879-1943,SR008,2,3D,0.55,0.8351762819846069
SR008-TL1-1879-1943,SR008,2,3D,0.6,0.8351762819846069
SR008-TL1-1879-1943,SR008,2,3D,0.65,0.7643429486580097
SR008-TL1-1879-1943,SR008,2,3D,0.7,0.7476762819924541
SR008-TL1-1879-1943,SR008,2,3D,0.75,0.7310096153268985
SR008-TL1-1879-1943,SR008,2,3D,0.8,0.714342948661343
SR008-TL1-1879-1943,SR008,2,3D,0.85,0.5701121794427474
SR008-TL1-1879-1943,SR008,2,3D,0.9,0.38108974356158687
SR008-TL1-1879-1943,SR008,2,3D,0.95,0.037499999997152776
SR008-TL1-1879-1943,SR008,2,2D,0.5,0.8298509700422547
SR008-TL1-1879-1943,SR008,2,2D,0.55,0.8298509700422547
SR008-TL1-1879-1943,SR008,2,2D,0.6,0.8298509700422547
SR008-TL1-1879-1943,SR008,2,2D,0.65,0.7693117543610813
SR008-TL1-1879-1943,SR008,2,2D,0.7,0.7693117543610813
SR008-TL1-1879-1943,SR008,2,2D,0.75,0.7693117543610813
SR008-TL1-1879-1943,SR008,2,2D,0.8,0.6959811633889531
SR008-TL1-1879-1943,SR008,2,2D,0.85,0.5503372240058385
SR008-TL1-1879-1943,SR008,2,2D,0.9,0.2579896818656543
SR008-TL1-1879-1943,SR008,2,2D,0.95,0.06212121211596877
SR008-TL1-240-304,SR008,2,3D,0.5,0.9146825395561421
SR008-TL1-240-304,SR008,2,3D,0.55,0.851190476072267
SR008-TL1-240-304,SR008,2,3D,0.6,0.7738095237033612
SR008-TL1-240-304,SR008,2,3D,0.65,0.7738095237033612
SR008-TL1-240-304,SR008,2,3D,0.7,0.6339285713422678
SR008-TL1-240-304,SR008,2,3D,0.75,0.5749007935714827
SR008-TL1-240-304,SR008,2,3D,0.8,0.5749007935714827
SR008-TL1-240-304,SR008,2,3D,0.85,0.5749007935714827
SR008-TL1-240-304,SR008,2,3D,0.9,0.5749007935714827
SR008-TL1-240-304,SR008,2,3D,0.95,0.16071428569355867
SR008-TL1-240-304,SR008,2,2D,0.5,0.740178571310101
SR008-TL1-240-304,SR008,2,2D,0.55,0.667261904654285
SR008-TL1-240-304,SR008,2,2D,0.6,0.667261904654285
SR008-TL1-240-304,SR008,2,2D,0.65,0.667261904654285
SR008-TL1-240-304,SR008,2,2D,0.7,0.667261904654285
SR008-TL1-240-304,SR008,2,2D,0.75,0.667261904654285
SR008-TL1-240-304,SR008,2,2D,0.8,0.667261904654285
SR008-TL1-240-304,SR008,2,2D,0.85,0.667261904654285
SR008-TL1-240-304,SR008,2,2D,0.9,0.667261904654285
SR008-TL1-240-304,SR008,2,2D,0.95,0.07142857141836735
SR008-TL1-800-864,SR008,2,3D,0.5,0.8905982905194566
SR008-TL1-800-864,SR008,2,3D,0.55,0.8905982905194566
SR008-TL1-800-864,SR008,2,3D,0.6,0.8905982905194566
SR008-TL1-800-864,SR008,2,3D,0.65,0.8435897435154753
SR008-TL1-800-864,SR008,2,3D,0.7,0.8185897435179753
SR008-TL1-800-864,SR008,2,3D,0.75,0.7993589742886853
SR008-TL1-800-864,SR008,2,3D,0.8,0.771581196513994
SR008-TL1-800-864,SR008,2,3D,0.85,0.7106837606215096
SR008-TL1-800-864,SR008,2,3D,0.9,0.5842948717455296
SR008-TL1-800-864,SR008,2,3D,0.95,0.0592948717901771
SR008-TL1-800-864,SR008,2,2D,0.5,0.8183760682999991
SR008-TL1-800-864,SR008,2,2D,0.55,0.8183760682999991
SR008-TL1-800-864,SR008,2,2D,0.6,0.8183760682999991
SR008-TL1-800-864,SR008,2,2D,0.65,0.7905982905253077
SR008-TL1-800-864,SR008,2,2D,0.7,0.7905982905253077
SR008-TL1-800-864,SR008,2,2D,0.75,0.7905982905253077
SR008-TL1-800-864,SR008,2,2D,0.8,0.7697649571937105
SR008-TL1-800-864,SR008,2,2D,0.85,0.7489316238621133
SR008-TL1-800-864,SR008,2,2D,0.9,0.5630341879823604
SR008-TL1-800-864,SR008,2,2D,0.95,0.09027777776948302
SR008-TR1-1210-1274,SR008,2,3D,0.5,0.4531225718306206
SR008-TR1-1210-1274,SR008,2,3D,0.55,0.4322892384990234
SR008-TR1-1210-1274,SR008,2,3D,0.6,0.4072892385015234
SR008-TR1-1210-1274,SR008,2,3D,0.65,0.3880584692722334
SR008-TR1-1210-1274,SR008,2,3D,0.7,0.3880584692722334
SR008-TR1-1210-1274,SR008,2,3D,0.75,0.3880584692722334
SR008-TR1-1210-1274,SR008,2,3D,0.8,0.32716103337974906
SR008-TR1-1210-1274,SR008,2,3D,0.85,0.30632770004815185
SR008-TR1-1210-1274,SR008,2,3D,0.9,0.15306915305557678
SR008-TR1-1210-1274,SR008,2,3D,0.95,0
SR008-TR1-1210-1274,SR008,2,2D,0.5,0.36477827723531325
SR008-TR1-1210-1274,SR008,2,2D,0.55,0.36477827723531325
SR008-TR1-1210-1274,SR008,2,2D,0.6,0.34205100451010667
SR008-TR1-1210-1274,SR008,2,2D,0.65,0.306336718800923
SR008-TR1-1210-1274,SR008,2,2D,0.7,0.2706224330917393
SR008-TR1-1210-1274,SR008,2,2D,0.75,0.2201416638663556
SR008-TR1-1210-1274,SR008,2,2D,0.8,0.2201416638663556
SR008-TR1-1210-1274,SR008,2,2D,0.85,0.17313311686237431
SR008-TR1-1210-1274,SR008,2,2D,0.9,0.04545454545041322
SR008-TR1-1210-1274,SR008,2,2D,0.95,0
SR008-TR1-1430-1494,SR008,2,3D,0.5,0.9503205127435385
SR008-TR1-1430-1494,SR008,2,3D,0.55,0.9503205127435385
SR008-TR1-1430-1494,SR008,2,3D,0.6,0.8926282050556686
SR008-TR1-1430-1494,SR008,2,3D,0.65,0.8926282050556686
SR008-TR1-1430-1494,SR008,2,3D,0.7,0.8317307691631842
SR008-TR1-1430-1494,SR008,2,3D,0.75,0.7692307691683925
SR008-TR1-1430-1494,SR008,2,3D,0.8,0.6874999999443109
SR008-TR1-1430-1494,SR008,2,3D,0.85,0.44391025637437337
SR008-TR1-1430-1494,SR008,2,3D,0.9,0.32371794869171183
SR008-TR1-1430-1494,SR008,2,3D,0.95,0.04166666666319444
SR008-TR1-1430-1494,SR008,2,2D,0.5,0.8679029303342908
SR008-TR1-1430-1494,SR008,2,2D,0.55,0.8278388277734037
SR008-TR1-1430-1494,SR008,2,2D,0.6,0.7509157508562438
SR008-TR1-1430-1494,SR008,2,2D,0.65,0.7509157508562438
SR008-TR1-1430-1494,SR008,2,2D,0.7,0.6916208790660667
SR008-TR1-1430-1494,SR008,2,2D,0.75,0.6144688644200224
SR008-TR1-1430-1494,SR008,2,2D,0.8,0.5728021977568278
SR008-TR1-1430-1494,SR008,2,2D,0.85,0.47802197798380075
SR008-TR1-1430-1494,SR008,2,2D,0.9,0.27609890107705765
SR008-TR1-1430-1494,SR008,2,2D,0.95,0.02083333333159722
SR008-TR1-1760-1824,SR008,2,3D,0.5,0.822114334262517
SR008-TR1-1760-1824,SR008,2,3D,0.55,0.7884545800393812
SR008-TR1-1760-1824,SR008,2,3D,0.6,0.7630662885229207
SR008-TR1-1760-1824,SR008,2,3D,0.65,0.7450017723945486
SR008-TR1-1760-1824,SR008,2,3D,0.7,0.709613480878488
SR008-TR1-1760-1824,SR008,2,3D,0.75,0.6583035303767503
SR008-TR1-1760-1824,SR008,2,3D,0.8,0.5396907781393158
SR008-TR1-1760-1824,SR008,2,3D,0.85,0.4243871361462337
SR008-TR1-1760-1824,SR008,2,3D,0.9,0.2038152677596097
SR008-TR1-1760-1824,SR008,2,3D,0.95,0.025595238094363662
SR008-TR1-1760-1824,SR008,2,2D,0.5,0.7751174168417423
SR008-TR1-1760-1824,SR008,2,2D,0.55,0.7469835137088948
SR008-TR1-1760-1824,SR008,2,2D,0.6,0.73736812909388
SR008-TR1-1760-1824,SR008,2,2D,0.65,0.7068831792623466
SR008-TR1-1760-1824,SR008,2,2D,0.7,0.6701285864746239
SR008-TR1-1760-1824,SR008,2,2D,0.75,0.6410229469878153
SR008-TR1-1760-1824,SR008,2,2D,0.8,0.536464496668747
SR008-TR1-1760-1824,SR008,2,2D,0.85,0.3657898706183052
SR008-TR1-1760-1824,SR008,2,2D,0.9,0.18138687676223875
SR008-TR1-1760-1824,SR008,2,2D,0.95,0.01892857142785255
SR008-TR1-2060-2124,SR008,2,3D,0.5,0.91086476197064
SR008-TR1-2060-2124,SR008,2,3D,0.55,0.9056564286374152
SR008-TR1-2060-2124,SR008,2,3D,0.6,0.8950181307653011
SR008-TR1-2060-2124,SR008,2,3D,0.65,0.8835223590953752
SR008-TR1-2060-2124,SR008,2,3D,0.7,0.8729948768260933
SR008-TR1-2060-2124,SR008,2,3D,0.75,0.8293960110065965
SR008-TR1-2060-2124,SR008,2,3D,0.8,0.722013205597147
SR008-TR1-2060-2124,SR008,2,3D,0.85,0.6393197885038298
SR008-TR1-2060-2124,SR008,2,3D,0.9,0.4496698883562662
SR008-TR1-2060-2124,SR008,2,3D,0.95,0.11278838544756263
SR008-TR1-2060-2124,SR008,2,2D,0.5,0.8610090248296101
SR008-TR1-2060-2124,SR008,2,2D,0.55,0.8445433476500096
SR008-TR1-2060-2124,SR008,2,2D,0.6,0.8277284270440266
SR008-TR1-2060-2124,SR008,2,2D,0.65,0.8117274599263805
SR008-TR1-2060-2124,SR008,2,2D,0.7,0.7952087091986401
SR008-TR1-2060-2124,SR008,2,2D,0.75,0.7613137339453472
SR008-TR1-2060-2124,SR008,2,2D,0.8,0.6416929212894159
SR008-TR1-2060-2124,SR008,2,2D,0.85,0.5611302550301409
