id,subject,fold,model,cls,bfscore
SR010-CR1-7692-7756,SR010,4,GT,epi,0.8139158346031746
SR010-TL1-1100-1164,SR010,4,3D,fas,0.9193123007936508
SR010-TL1-1100-1164,SR010,4,3D,epi,0.9134224466666667
SR010-TL1-1100-1164,SR010,4,2D,fas,0.6181709485714286
SR010-TL1-1100-1164,SR010,4,2D,epi,0.7318106047619047
SR010-TL1-1100-1164,SR010,4,GT,fas,0.8390191157142857
SR010-TL1-1100-1164,SR010,4,GT,epi,0.8378864988888889
SR010-TL1-2764-2828,SR010,4,3D,fas,0.8969275176190477
SR010-TL1-2764-2828,SR010,4,3D,epi,0.8771402139682539
SR010-TL1-2764-2828,SR010,4,2D,fas,0.4862571301587302
SR010-TL1-2764-2828,SR010,4,2D,epi,0.6210666706349206
SR010-TL1-2764-2828,SR010,4,GT,fas,0.8403169593650793
SR010-TL1-2764-2828,SR010,4,GT,epi,0.8103608106349206
SR010-TL1-4236-4300,SR010,4,3D,fas,0.7909194917460317
SR010-TL1-4236-4300,SR010,4,3D,epi,0.7599912776190476
SR010-TL1-4236-4300,SR010,4,2D,fas,0.4872665492063492
SR010-TL1-4236-4300,SR010,4,2D,epi,0.6139212858730159
SR010-TL1-4236-4300,SR010,4,GT,fas,0.7011538238095238
SR010-TL1-4236-4300,SR010,4,GT,epi,0.6669436444444444
SR010-TR1-1055-1119,SR010,4,3D,fas,0.894028060952381
SR010-TR1-1055-1119,SR010,4,3D,epi,0.8897774401587302
SR010-TR1-1055-1119,SR010,4,2D,fas,0.33062759174603173
SR010-TR1-1055-1119,SR010,4,2D,epi,0.5196951484126984
SR010-TR1-1055-1119,SR010,4,GT,fas,0.8607674293650793
SR010-TR1-1055-1119,SR010,4,GT,epi,0.8640048877777777
SR010-TR1-1183-1247,SR010,4,3D,fas,0.8513079482539683
SR010-TR1-1183-1247,SR010,4,3D,epi,0.8724475580952381
SR010-TR1-1183-1247,SR010,4,2D,fas,0.28298294317460315
SR010-TR1-1183-1247,SR010,4,2D,epi,0.5283157193650794
SR010-TR1-1183-1247,SR010,4,GT,fas,0.8464769896825397
SR010-TR1-1183-1247,SR010,4,GT,epi,0.8736008444444444
SR010-TR1-119-183,SR010,4,3D,fas,0.8778175393650793
SR010-TR1-119-183,SR010,4,3D,epi,0.8161972233333333
SR010-TR1-119-183,SR010,4,2D,fas,0.6678833634920635
SR010-TR1-119-183,SR010,4,2D,epi,0.6126362893650794
SR010-TR1-119-183,SR010,4,GT,fas,0.8763251692063492
SR010-TR1-119-183,SR010,4,GT,epi,0.8164173947619048
SR010-TR1-1439-1503,SR010,4,3D,fas,0.8642263096825397
SR010-TR1-1439-1503,SR010,4,3D,epi,0.8207094461904761
SR010-TR1-1439-1503,SR010,4,2D,fas,0.40342681253968254
SR010-TR1-1439-1503,SR010,4,2D,epi,0.5462762184126985
SR010-TR1-1439-1503,SR010,4,GT,fas,0.8077087306349207
SR010-TR1-1439-1503,SR010,4,GT,epi,0.7867444303174603
SR010-TR1-1619-1683,SR010,4,3D,fas,0.7416992487301587
SR010-TR1-1619-1683,SR010,4,3D,epi,0.7187757831746032
SR010-TR1-1619-1683,SR010,4,2D,fas,0.3480310982539683
SR010-TR1-1619-1683,SR010,4,2D,epi,0.5011126363492063
SR010-TR1-1619-1683,SR010,4,GT,fas,0.7815540877777778
SR010-TR1-1619-1683,SR010,4,GT,epi,0.7355133406349206
SR010-TR1-1747-1811,SR010,4,3D,fas,0.7698294244444445
SR010-TR1-1747-1811,SR010,4,3D,epi,0.7432502149206349
SR010-TR1-1747-1811,SR010,4,2D,fas,0.45388589587301587
SR010-TR1-1747-1811,SR010,4,2D,epi,0.5723031153968254
SR010-TR1-1747-1811,SR010,4,GT,fas,0.804144523015873
SR010-TR1-1747-1811,SR010,4,GT,epi,0.759967743968254
SR010-TR1-183-247,SR010,4,3D,fas,0.850052386031746
SR010-TR1-183-247,SR010,4,3D,epi,0.7894213392063492
SR010-TR1-183-247,SR010,4,2D,fas,0.556803509047619
SR010-TR1-183-247,SR010,4,2D,epi,0.6094660063492063
SR010-TR1-183-247,SR010,4,GT,fas,0.8525801247619048
SR010-TR1-183-247,SR010,4,GT,epi,0.8340004893650794
SR010-TR1-1875-1939,SR010,4,3D,fas,0.7091165604761904
SR010-TR1-1875-1939,SR010,4,3D,epi,0.648876845079365
SR010-TR1-1875-1939,SR010,4,2D,fas,0.4031597722222222
SR010-TR1-1875-1939,SR010,4,2D,epi,0.4918417449206349
SR010-TR1-1875-1939,SR010,4,GT,fas,0.7270294352380953
SR010-TR1-1875-1939,SR010,4,GT,epi,0.648235683015873
SR010-TR1-619-683,SR010,4,3D,fas,0.9163554373015873
SR010-TR1-619-683,SR010,4,3D,epi,0.8863795757142857
SR010-TR1-619-683,SR010,4,2D,fas,0.6964548092063492
SR010-TR1-619-683,SR010,4,2D,epi,0.7455159511111111
SR010-TR1-619-683,SR010,4,GT,fas,0.9030955992063492
SR010-TR1-619-683,SR010,4,GT,epi,0.8800348295238095
SR010-TR1-939-1003,SR010,4,3D,fas,0.9032938323809524
SR010-TR1-939-1003,SR010,4,3D,epi,0.9024016866666666
SR010-TR1-939-1003,SR010,4,2D,fas,0.5204231644444445
SR010-TR1-939-1003,SR010,4,2D,epi,0.6428918077777778
SR010-TR1-939-1003,SR010,4,GT,fas,0.9025505944444444
SR010-TR1-939-1003,SR010,4,GT,epi,0.9019686068253968
SR011-CL1-2300-2364,SR011,5,3D,fas,0.7047942871428572
SR011-CL1-2300-2364,SR011,5,3D,epi,0.6030578936507937
SR011-CL1-2300-2364,SR011,5,2D,fas,0.17549062190476192
SR011-CL1-2300-2364,SR011,5,2D,epi,0.3322953363492063
SR011-CL1-2300-2364,SR011,5,GT,fas,0.6409194492063492
SR011-CL1-2300-2364,SR011,5,GT,epi,0.5425974934920635
SR011-CL1-2850-2914,SR011,5,3D,fas,0.7999132785714286
SR011-CL1-2850-2914,SR011,5,3D,epi,0.7511469506349207
SR011-CL1-2850-2914,SR011,5,2D,fas,0.3979302023809524
SR011-CL1-2850-2914,SR011,5,2D,epi,0.5138798922222222
SR011-CL1-2850-2914,SR011,5,GT,fas,0.7592248093650794
SR011-CL1-2850-2914,SR011,5,GT,epi,0.6719222147619047
SR011-CL1-7000-7064,SR011,5,3D,fas,0.7160774055555555
SR011-CL1-7000-7064,SR011,5,3D,epi,0.7121003596825397
SR011-CL1-7000-7064,SR011,5,2D,fas,0.3377514504761905
SR011-CL1-7000-7064,SR011,5,2D,epi,0.47351024523809526
SR011-CL1-7000-7064,SR011,5,GT,fas,0.7581708822222222
SR011-CL1-7000-7064,SR011,5,GT,epi,0.7038986015873016
SR011-CL2-4040-4104,SR011,5,3D,fas,0.6528145446031746
SR011-CL2-4040-4104,SR011,5,3D,epi,0.6874386177777778
SR011-CL2-4040-4104,SR011,5,2D,fas,0.3548068765079365
SR011-CL2-4040-4104,SR011,5,2D,epi,0.49332932634920634
SR011-CL2-4040-4104,SR011,5,GT,fas,0.5794520492063492
SR011-CL2-4040-4104,SR011,5,GT,epi,0.6250450207936508
SR011-CR1-1850-1914,SR011,5,3D,fas,0.6966463907936508
SR011-CR1-1850-1914,SR011,5,3D,epi,0.5172847182539683
SR011-CR1-1850-1914,SR011,5,2D,fas,0.1523764107936508
SR011-CR1-1850-1914,SR011,5,2D,epi,0.26079215634920633
SR011-CR1-1850-1914,SR011,5,GT,fas,0.7076649152380953
SR011-CR1-1850-1914,SR011,5,GT,epi,0.5470928571428572
SR011-CR1-6100-6164,SR011,5,3D,fas,0.7608280417460318
SR011-CR1-6100-6164,SR011,5,3D,epi,0.7356551876190476
SR011-CR1-6100-6164,SR011,5,2D,fas,0.4530447042857143
SR011-CR1-6100-6164,SR011,5,2D,epi,0.5544318163492064
SR011-CR1-6100-6164,SR011,5,GT,fas,0.690232103015873
SR011-CR1-6100-6164,SR011,5,GT,epi,0.661188540952381
SR011-CR1-6780-6844,SR011,5,3D,fas,0.657833995079365
SR011-CR1-6780-6844,SR011,5,3D,epi,0.7360403600000001
SR011-CR1-6780-6844,SR011,5,2D,fas,0.334444903968254
SR011-CR1-6780-6844,SR011,5,2D,epi,0.46041614746031745
SR011-CR1-6780-6844,SR011,5,GT,fas,0.6607603535714286
SR011-CR1-6780-6844,SR011,5,GT,epi,0.6563289896825397
SR011-TL1-4428-4492,SR011,5,3D,fas,0.9316124192063492
SR011-TL1-4428-4492,SR011,5,3D,epi,0.83493942
SR011-TL1-4428-4492,SR011,5,2D,fas,0.6729033039682539
SR011-TL1-4428-4492,SR011,5,2D,epi,0.7130718903174603
SR011-TL1-4428-4492,SR011,5,GT,fas,0.9116272477777778
SR011-TL1-4428-4492,SR011,5,GT,epi,0.8321911901587301
SR011-TL1-5500-5564,SR011,5,3D,fas,0.8786908439682539
SR011-TL1-5500-5564,SR011,5,3D,epi,0.8498856626984127
SR011-TL1-5500-5564,SR011,5,2D,fas,0.5803007815873016
SR011-TL1-5500-5564,SR011,5,2D,epi,0.7002980863492063
SR011-TL1-5500-5564,SR011,5,GT,fas,0.8388120226349206
SR011-TL1-5500-5564,SR011,5,GT,epi,0.8221962925396825
SR011-TL1-6164-6228,SR011,5,3D,fas,0.8856896873015873
SR011-TL1-6164-6228,SR011,5,3D,epi,0.8458383601587302
SR011-TL1-6164-6228,SR011,5,2D,fas,0.6913827979365079
SR011-TL1-6164-6228,SR011,5,2D,epi,0.7430987625396825
SR011-TL1-6164-6228,SR011,5,GT,fas,0.8842476055555556
SR011-TL1-6164-6228,SR011,5,GT,epi,0.8477426682539683
SR011-TL1-6700-6764,SR011,5,3D,fas,0.8520193438095238
SR011-TL1-6700-6764,SR011,5,3D,epi,0.830192503968254
SR011-TL1-6700-6764,SR011,5,2D,fas,0.5733729082539682
SR011-TL1-6700-6764,SR011,5,2D,epi,0.6872163019047619
SR011-TL1-6700-6764,SR011,5,GT,fas,0.8259833676190477
SR011-TL1-6700-6764,SR011,5,GT,epi,0.8090391085714286
SR011-TL1-7148-7212,SR011,5,3D,fas,0.7476412866666666
SR011-TL1-7148-7212,SR011,5,3D,epi,0.6748444373015873
SR011-TL1-7148-7212,SR011,5,2D,fas,0.4120030150793651
SR011-TL1-7148-7212,SR011,5,2D,epi,0.4933188628571429
SR011-TL1-7148-7212,SR011,5,GT,fas,0.7278974482539683
SR011-TL1-7148-7212,SR011,5,GT,epi,0.6687273303174603
SR011-TL1-7268-7332,SR011,5,3D,fas,0.683830305079365
SR011-TL1-7268-7332,SR011,5,3D,epi,0.6332617885714286
SR011-TL1-7268-7332,SR011,5,2D,fas,0.4499386476190476
SR011-TL1-7268-7332,SR011,5,2D,epi,0.5068028273015873
SR011-TL1-7268-7332,SR011,5,GT,fas,0.5562244511111111
SR011-TL1-7268-7332,SR011,5,GT,epi,0.5714712352380953
SR011-TL1-7428-7492,SR011,5,3D,fas,0.613165587936508
SR011-TL1-7428-7492,SR011,5,3D,epi,0.5908764253968254
SR011-TL1-7428-7492,SR011,5,2D,fas,0.3915587742857143
SR011-TL1-7428-7492,SR011,5,2D,epi,0.36865867253968254
SR011-TL1-7428-7492,SR011,5,GT,fas,0.5900846993650793
SR011-TL1-7428-7492,SR011,5,GT,epi,0.5599384522222223
SR011-TL1-7492-7556,SR011,5,3D,fas,0.5726721947619048
SR011-TL1-7492-7556,SR011,5,3D,epi,0.6025408549206349
SR011-TL1-7492-7556,SR011,5,2D,fas,0.36007524206349206
SR011-TL1-7492-7556,SR011,5,2D,epi,0.33390062634920636
SR011-TL1-7492-7556,SR011,5,GT,fas,0.5532433877777778
SR011-TL1-7492-7556,SR011,5,GT,epi,0.588947597936508
SR011-TL1-7556-7620,SR011,5,3D,fas,0.5705491326984127
SR011-TL1-7556-7620,SR011,5,3D,epi,0.6064446161904762
SR011-TL1-7556-7620,SR011,5,2D,fas,0.3826881807936508
SR011-TL1-7556-7620,SR011,5,2D,epi,0.3304112565079365
SR011-TL1-7556-7620,SR011,5,GT,fas,0.5588339842857143
SR011-TL1-7556-7620,SR011,5,GT,epi,0.5834153665079365
SR011-TL1-7620-7684,SR011,5,3D,fas,0.546293266031746
SR011-TL1-7620-7684,SR011,5,3D,epi,0.5766412795238095
SR011-TL1-7620-7684,SR011,5,2D,fas,0.3244558374603175
SR011-TL1-7620-7684,SR011,5,2D,epi,0.2829532619047619
SR011-TL1-7620-7684,SR011,5,GT,fas,0.5431801028571429
SR011-TL1-7620-7684,SR011,5,GT,epi,0.5632375274603174
SR011-TL1-7684-7748,SR011,5,3D,fas,0.606388440952381
SR011-TL1-7684-7748,SR011,5,3D,epi,0.5460402990476191
SR011-TL1-7684-7748,SR011,5,2D,fas,0.3618070528571429
SR011-TL1-7684-7748,SR011,5,2D,epi,0.29268730095238094
SR011-TL1-7684-7748,SR011,5,GT,fas,0.5885697506349207
SR011-TL1-7684-7748,SR011,5,GT,epi,0.5548306980952381
SR011-TL1-7748-7812,SR011,5,3D,fas,0.5891783531746032
SR011-TL1-7748-7812,SR011,5,3D,epi,0.5184292104761905
SR011-TL1-7748-7812,SR011,5,2D,fas,0.36785387063492064
SR011-TL1-7748-7812,SR011,5,2D,epi,0.2586902165079365
SR011-TL1-7748-7812,SR011,5,GT,fas,0.5806468490476191
SR011-TL1-7748-7812,SR011,5,GT,epi,0.5141144446031746
SR011-TL1-7812-7876,SR011,5,3D,fas,0.6046673825396826
SR011-TL1-7812-7876,SR011,5,3D,epi,0.5640515646031746
SR011-TL1-7812-7876,SR011,5,2D,fas,0.3559921296825397
SR011-TL1-7812-7876,SR011,5,2D,epi,0.2645540055555556
SR011-TL1-7812-7876,SR011,5,GT,fas,0.5788718223809524
SR011-TL1-7812-7876,SR011,5,GT,epi,0.5651799436507936
