id,subject,fold,model,area_category,missed_rate
SR010-CR1-5758-5822,SR010,4,3D,Medium,5.555555555555555
SR010-CR1-5758-5822,SR010,4,2D,Tiny,10.416666666666668
SR010-CR1-5758-5822,SR010,4,2D,Small,14.583333333333334
SR010-CR1-5758-5822,SR010,4,2D,Medium,10.416666666666668
SR010-CR1-5758-5822,SR010,4,2D,Large,5.555555555555555
SR010-CR1-7692-7756,SR010,4,3D,Tiny,8.333333333333332
SR010-CR1-7692-7756,SR010,4,3D,Small,10.666666666666668
SR010-CR1-7692-7756,SR010,4,3D,Medium,16.666666666666664
SR010-CR1-7692-7756,SR010,4,3D,Large,9.523809523809524
SR010-CR1-7692-7756,SR010,4,2D,Small,15.09433962264151
SR010-CR1-7692-7756,SR010,4,2D,Medium,12.5
SR010-CR1-7692-7756,SR010,4,2D,Large,12.903225806451612
SR010-TL1-1100-1164,SR010,4,3D,Small,33.33333333333333
SR010-TL1-1100-1164,SR010,4,2D,Small,40
SR010-TL1-2764-2828,SR010,4,3D,Small,23.076923076923077
SR010-TL1-2764-2828,SR010,4,3D,Medium,12.5
SR010-TL1-2764-2828,SR010,4,2D,Small,30.76923076923077
SR010-TL1-2764-2828,SR010,4,2D,Medium,12.5
SR010-TL1-4236-4300,SR010,4,3D,Tiny,10.909090909090908
SR010-TL1-4236-4300,SR010,4,3D,Small,25.882352941176475
SR010-TL1-4236-4300,SR010,4,2D,Tiny,10.909090909090908
SR010-TL1-4236-4300,SR010,4,2D,Small,32.94117647058823
SR010-TL1-4236-4300,SR010,4,2D,Medium,9.090909090909092
SR010-TL1-4236-4300,SR010,4,2D,Large,9.090909090909092
SR010-TR1-1055-1119,SR010,4,3D,Tiny,10.38961038961039
SR010-TR1-1055-1119,SR010,4,3D,Small,18.64406779661017
SR010-TR1-1055-1119,SR010,4,3D,Medium,14.754098360655737
SR010-TR1-1055-1119,SR010,4,3D,Large,11.11111111111111
SR010-TR1-1055-1119,SR010,4,2D,Tiny,11.688311688311687
SR010-TR1-1055-1119,SR010,4,2D,Small,23.88059701492537
SR010-TR1-1055-1119,SR010,4,2D,Medium,19.672131147540984
SR010-TR1-1055-1119,SR010,4,2D,Large,11.11111111111111
SR010-TR1-1183-1247,SR010,4,3D,Tiny,10.126582278481013
SR010-TR1-1183-1247,SR010,4,3D,Small,26.582278481012654
SR010-TR1-1183-1247,SR010,4,3D,Medium,17.5
SR010-TR1-1183-1247,SR010,4,3D,Large,10
SR010-TR1-1183-1247,SR010,4,2D,Tiny,10.126582278481013
SR010-TR1-1183-1247,SR010,4,2D,Small,54.43037974683544
SR010-TR1-1183-1247,SR010,4,2D,Medium,14.754098360655737
SR010-TR1-1183-1247,SR010,4,2D,Large,10
SR010-TR1-1439-1503,SR010,4,3D,Tiny,11.11111111111111
SR010-TR1-1439-1503,SR010,4,3D,Small,22.07792207792208
SR010-TR1-1439-1503,SR010,4,3D,Medium,11.11111111111111
SR010-TR1-1439-1503,SR010,4,3D,Large,11.76470588235294
SR010-TR1-1439-1503,SR010,4,2D,Tiny,11.11111111111111
SR010-TR1-1439-1503,SR010,4,2D,Small,40.25974025974026
SR010-TR1-1439-1503,SR010,4,2D,Medium,14.285714285714285
SR010-TR1-1439-1503,SR010,4,2D,Large,11.76470588235294
SR010-TR1-1619-1683,SR010,4,3D,Tiny,13.333333333333334
SR010-TR1-1619-1683,SR010,4,3D,Small,13.157894736842104
SR010-TR1-1619-1683,SR010,4,3D,Medium,16.216216216216218
SR010-TR1-1619-1683,SR010,4,3D,Large,16.666666666666664
SR010-TR1-1619-1683,SR010,4,2D,Tiny,13.333333333333334
SR010-TR1-1619-1683,SR010,4,2D,Small,15.217391304347828
SR010-TR1-1619-1683,SR010,4,2D,Medium,18.91891891891892
SR010-TR1-1619-1683,SR010,4,2D,Large,18.333333333333332
SR010-TR1-1747-1811,SR010,4,2D,Small,16.666666666666664
SR010-TR1-183-247,SR010,4,3D,Small,50
SR010-TR1-183-247,SR010,4,3D,Large,100
SR010-TR1-183-247,SR010,4,2D,Small,50
SR010-TR1-1875-1939,SR010,4,3D,Tiny,14.285714285714285
SR010-TR1-1875-1939,SR010,4,3D,Small,21.21212121212121
SR010-TR1-1875-1939,SR010,4,3D,Medium,15.384615384615385
SR010-TR1-1875-1939,SR010,4,2D,Tiny,14.285714285714285
SR010-TR1-1875-1939,SR010,4,2D,Small,20
SR010-TR1-1875-1939,SR010,4,2D,Medium,15.384615384615385
SR010-TR1-619-683,SR010,4,2D,Tiny,14.285714285714285
SR010-TR1-619-683,SR010,4,2D,Small,14.285714285714285
SR010-TR1-939-1003,SR010,4,3D,Tiny,13.793103448275861
SR010-TR1-939-1003,SR010,4,3D,Small,9.25925925925926
SR010-TR1-939-1003,SR010,4,3D,Medium,10
SR010-TR1-939-1003,SR010,4,2D,Tiny,18.39080459770115
SR010-TR1-939-1003,SR010,4,2D,Small,12.962962962962962
SR010-TR1-939-1003,SR010,4,2D,Medium,11.627906976744185
SR011-CL1-2300-2364,SR011,5,3D,Small,15.555555555555555
SR011-CL1-2300-2364,SR011,5,3D,Medium,11.11111111111111
SR011-CL1-2300-2364,SR011,5,3D,Large,11.11111111111111
SR011-CL1-2300-2364,SR011,5,2D,Small,17.77777777777778
SR011-CL1-2300-2364,SR011,5,2D,Medium,22.22222222222222
SR011-CL1-2300-2364,SR011,5,2D,Large,11.11111111111111
SR011-CL1-2850-2914,SR011,5,3D,Tiny,7.4074074074074066
SR011-CL1-2850-2914,SR011,5,3D,Small,11.11111111111111
SR011-CL1-2850-2914,SR011,5,2D,Tiny,8.333333333333332
SR011-CL1-2850-2914,SR011,5,2D,Small,12.962962962962962
SR011-CL1-2850-2914,SR011,5,2D,Medium,7.6923076923076925
SR011-CL1-7000-7064,SR011,5,3D,Tiny,14.285714285714285
SR011-CL1-7000-7064,SR011,5,3D,Small,14.285714285714285
SR011-CL1-7000-7064,SR011,5,3D,Medium,14.285714285714285
SR011-CL1-7000-7064,SR011,5,3D,Large,14.285714285714285
SR011-CL1-7000-7064,SR011,5,2D,Tiny,14.285714285714285
SR011-CL1-7000-7064,SR011,5,2D,Small,14.285714285714285
SR011-CL1-7000-7064,SR011,5,2D,Medium,14.285714285714285
SR011-CL1-7000-7064,SR011,5,2D,Large,17.857142857142858
SR011-CL2-4040-4104,SR011,5,3D,Tiny,8.333333333333332
SR011-CL2-4040-4104,SR011,5,3D,Small,16.666666666666664
SR011-CL2-4040-4104,SR011,5,3D,Medium,9.090909090909092
SR011-CL2-4040-4104,SR011,5,3D,Large,10.81081081081081
SR011-CL2-4040-4104,SR011,5,2D,Tiny,8.333333333333332
SR011-CL2-4040-4104,SR011,5,2D,Small,13.88888888888889
SR011-CL2-4040-4104,SR011,5,2D,Medium,13.333333333333334
SR011-CL2-4040-4104,SR011,5,2D,Large,10.344827586206897
SR011-CR1-1850-1914,SR011,5,3D,Tiny,16.666666666666664
SR011-CR1-1850-1914,SR011,5,3D,Small,12.5
SR011-CR1-1850-1914,SR011,5,3D,Medium,10.344827586206897
SR011-CR1-1850-1914,SR011,5,3D,Large,14.634146341463413
SR011-CR1-1850-1914,SR011,5,2D,Tiny,16.666666666666664
SR011-CR1-1850-1914,SR011,5,2D,Small,12.5
SR011-CR1-1850-1914,SR011,5,2D,Medium,13.559322033898304
SR011-CR1-1850-1914,SR011,5,2D,Large,25.757575757575758
SR011-CR1-6100-6164,SR011,5,3D,Tiny,7.6923076923076925
SR011-CR1-6100-6164,SR011,5,3D,Small,10
SR011-CR1-6100-6164,SR011,5,3D,Medium,11.76470588235294
SR011-CR1-6100-6164,SR011,5,3D,Large,7.6923076923076925
SR011-CR1-6100-6164,SR011,5,2D,Tiny,7.6923076923076925
SR011-CR1-6100-6164,SR011,5,2D,Small,10.76923076923077
SR011-CR1-6100-6164,SR011,5,2D,Medium,9.70873786407767
SR011-CR1-6100-6164,SR011,5,2D,Large,7.6923076923076925
SR011-CR1-6780-6844,SR011,5,3D,Tiny,12.931034482758621
SR011-CR1-6780-6844,SR011,5,3D,Small,19.82758620689655
SR011-CR1-6780-6844,SR011,5,3D,Medium,7.142857142857142
SR011-CR1-6780-6844,SR011,5,2D,Tiny,13.793103448275861
SR011-CR1-6780-6844,SR011,5,2D,Small,43.103448275862064
SR011-CR1-6780-6844,SR011,5,2D,Medium,7.142857142857142
SR011-CR1-6780-6844,SR011,5,2D,Large,6.666666666666667
SR011-TL1-5500-5564,SR011,5,3D,Tiny,25
SR011-TL1-5500-5564,SR011,5,3D,Small,25
SR011-TL1-5500-5564,SR011,5,3D,Large,25
SR011-TL1-5500-5564,SR011,5,2D,Tiny,23.076923076923077
SR011-TL1-5500-5564,SR011,5,2D,Small,23.809523809523807
SR011-TL1-5500-5564,SR011,5,2D,Medium,21.428571428571427
SR011-TL1-5500-5564,SR011,5,2D,Large,20
SR011-TL1-6164-6228,SR011,5,3D,Medium,33.33333333333333
SR011-TL1-6164-6228,SR011,5,2D,Small,25
SR011-TL1-6700-6764,SR011,5,3D,Small,29.268292682926827
SR011-TL1-6700-6764,SR011,5,3D,Large,34.78260869565217
SR011-TL1-6700-6764,SR011,5,2D,Small,33.33333333333333
SR011-TL1-6700-6764,SR011,5,2D,Large,25
SR011-TL1-7148-7212,SR011,5,3D,Small,23.91304347826087
SR011-TL1-7148-7212,SR011,5,3D,Medium,23.684210526315788
SR011-TL1-7148-7212,SR011,5,2D,Small,26.923076923076923
SR011-TL1-7148-7212,SR011,5,2D,Medium,25.806451612903224
SR011-TL1-7268-7332,SR011,5,3D,Tiny,9.411764705882353
SR011-TL1-7268-7332,SR011,5,3D,Small,20.967741935483872
SR011-TL1-7268-7332,SR011,5,3D,Medium,11.11111111111111
SR011-TL1-7268-7332,SR011,5,2D,Tiny,9.411764705882353
SR011-TL1-7268-7332,SR011,5,2D,Small,26.82926829268293
SR011-TL1-7268-7332,SR011,5,2D,Medium,11.11111111111111
SR011-TL1-7428-7492,SR011,5,3D,Small,27.368421052631582
SR011-TL1-7428-7492,SR011,5,3D,Large,13.043478260869565
SR011-TL1-7428-7492,SR011,5,2D,Small,17.857142857142858
SR011-TL1-7428-7492,SR011,5,2D,Medium,8.333333333333332
SR011-TL1-7428-7492,SR011,5,2D,Large,10.869565217391305
SR011-TL1-7492-7556,SR011,5,3D,Tiny,7.894736842105263
SR011-TL1-7492-7556,SR011,5,3D,Small,14.084507042253522
SR011-TL1-7492-7556,SR011,5,3D,Medium,10.843373493975903
SR011-TL1-7492-7556,SR011,5,3D,Large,16.666666666666664
SR011-TL1-7492-7556,SR011,5,2D,Tiny,7.894736842105263
SR011-TL1-7492-7556,SR011,5,2D,Small,10.526315789473683
SR011-TL1-7492-7556,SR011,5,2D,Medium,14.285714285714285
SR011-TL1-7492-7556,SR011,5,2D,Large,13.043478260869565
SR011-TL1-7556-7620,SR011,5,3D,Tiny,10.526315789473683
SR011-TL1-7556-7620,SR011,5,3D,Small,13.636363636363635
SR011-TL1-7556-7620,SR011,5,3D,Medium,11.11111111111111
SR011-TL1-7556-7620,SR011,5,3D,Large,8.16326530612245
SR011-TL1-7556-7620,SR011,5,2D,Tiny,10.526315789473683
SR011-TL1-7556-7620,SR011,5,2D,Small,17.82178217821782
SR011-TL1-7556-7620,SR011,5,2D,Medium,12
SR011-TL1-7556-7620,SR011,5,2D,Large,12.244897959183673
SR011-TL1-7620-7684,SR011,5,3D,Tiny,22.54901960784314
SR011-TL1-7620-7684,SR011,5,3D,Small,15.503875968992247
SR011-TL1-7620-7684,SR011,5,3D,Medium,12.4031007751938
SR011-TL1-7620-7684,SR011,5,3D,Large,10.256410256410255
SR011-TL1-7620-7684,SR011,5,2D,Tiny,22.54901960784314
SR011-TL1-7620-7684,SR011,5,2D,Small,17.05426356589147
SR011-TL1-7620-7684,SR011,5,2D,Medium,13.274336283185843
SR011-TL1-7620-7684,SR011,5,2D,Large,10.638297872340425
SR011-TL1-7684-7748,SR011,5,3D,Tiny,17.894736842105264
SR011-TL1-7684-7748,SR011,5,3D,Small,20.952380952380953
SR011-TL1-7684-7748,SR011,5,3D,Medium,9.876543209876543
SR011-TL1-7684-7748,SR011,5,3D,Large,7.936507936507936
SR011-TL1-7684-7748,SR011,5,2D,Tiny,18.947368421052634
SR011-TL1-7684-7748,SR011,5,2D,Small,20
SR011-TL1-7684-7748,SR011,5,2D,Medium,8.88888888888889
SR011-TL1-7684-7748,SR011,5,2D,Large,13.636363636363635
SR011-TL1-7748-7812,SR011,5,3D,Tiny,18.571428571428573
SR011-TL1-7748-7812,SR011,5,3D,Small,23.75
SR011-TL1-7748-7812,SR011,5,3D,Medium,14.583333333333334
SR011-TL1-7748-7812,SR011,5,3D,Large,10.526315789473683
SR011-TL1-7748-7812,SR011,5,2D,Tiny,18.333333333333332
SR011-TL1-7748-7812,SR011,5,2D,Small,21.12676056338028
SR011-TL1-7748-7812,SR011,5,2D,Medium,12.068965517241379
SR011-TL1-7748-7812,SR011,5,2D,Large,10
SR011-TL1-7812-7876,SR011,5,3D,Tiny,9.523809523809524
SR011-TL1-7812-7876,SR011,5,3D,Small,17.94871794871795
SR011-TL1-7812-7876,SR011,5,3D,Medium,14.000000000000002
SR011-TL1-7812-7876,SR011,5,3D,Large,15.384615384615385
SR011-TL1-7812-7876,SR011,5,2D,Tiny,9.523809523809524
SR011-TL1-7812-7876,SR011,5,2D,Small,16.666666666666664
SR011-TL1-7812-7876,SR011,5,2D,Medium,14.705882352941178
SR011-TL1-7812-7876,SR011,5,2D,Large,13.513513513513514
