id,subject,fold,model,class,DSC,IoU,Sensitivity,Specificity,tp,fp,fn,tn
SR007-CR2-7675-7739,SR007,1,2D,fas,0.9451002206424448,0.8959147012221583,0.9308618285151048,0.9999012040622127,710188,29760,52748,301197200
SR007-TL1-3150-3214,SR007,1,3D,epi,0.9271851896906012,0.864254651204155,0.9553075234287961,0.9995724029513825,1166163,128608,54557,300640540
SR007-TL1-3150-3214,SR007,1,3D,fas,0.9580193892880217,0.9194215126838237,0.968746648721029,0.9998188278841907,984637,54528,31766,300918940
SR007-TL1-3150-3214,SR007,1,2D,epi,0.9215146881790008,0.8544527014679905,0.9192968084409201,0.9996919896768665,1122204,92640,98516,300676500
SR007-TL1-3150-3214,SR007,1,2D,fas,0.9444026784124953,0.8946618744657434,0.9813322077955299,0.9996728482348862,997429,98464,18974,300875000
SR007-TL1-370-434,SR007,1,3D,epi,0.7462608389927495,0.5952281480887983,0.9662496739452799,0.9970982990904899,1352078,872224,47227,299718370
SR007-TL1-370-434,SR007,1,3D,fas,0.9413777475453767,0.88924802531083,0.9406543262031295,0.9998833107023297,572248,35168,36103,301346370
SR007-TL1-370-434,SR007,1,2D,epi,0.7990693806537864,0.6653751413955951,0.9538120709923855,0.9979819993834005,1334674,606592,64631,299984000
SR007-TL1-370-434,SR007,1,2D,fas,0.93611937819465,0.8799101694380936,0.9634996901459848,0.9998082430611575,586146,57792,22205,301323740
SR007-TL1-4680-4744,SR007,1,3D,epi,0.9606900750853159,0.9243537967408307,0.9617346496833484,0.999554549232253,3164308,133056,125901,298566620
SR007-TL1-4680-4744,SR007,1,3D,fas,0.9523591517853979,0.90905118238604,0.9455668965672526,0.9999052573456974,671917,28544,38680,301250750
SR007-TL1-4680-4744,SR007,1,2D,epi,0.9476184968287864,0.9004514940382954,0.9300260257023186,0.9996382185418193,3059980,108064,230229,298591600
SR007-TL1-4680-4744,SR007,1,2D,fas,0.937681870153516,0.8826752022852333,0.974058432557413,0.9997558146195628,692163,73568,18434,301205730
SR007-TL2-2216-2280,SR007,1,3D,epi,0.9574882640813505,0.9184436309847608,0.9678143565047574,0.9991187912739281,4713945,261824,156767,296857340
SR007-TL2-2216-2280,SR007,1,3D,fas,0.8806733171218811,0.7867884600565498,0.9135806434590685,0.9997670732427975,398196,70240,37667,301483780
SR007-TL2-2216-2280,SR007,1,2D,epi,0.9538205929492407,0.9117179964745402,0.9455128942134128,0.9993923515482158,4605321,180544,265391,296938620
SR007-TL2-2216-2280,SR007,1,2D,fas,0.7939964311402441,0.6583698851662159,0.9611460481848654,0.9993352832725313,418928,200448,16935,301353570
SR007-TR1-2760-2824,SR007,1,3D,epi,0.9516306866590494,0.907724667776078,0.9654260501117332,0.997867338937332,9463892,623136,338922,291563940
SR007-TR1-2760-2824,SR007,1,3D,fas,0.9195040075298361,0.8510017750530681,0.9108161354141041,0.999774103212176,881180,68000,86282,300954430
SR007-TR1-2760-2824,SR007,1,2D,epi,0.9512697533553239,0.9070681010668199,0.9438408195850702,0.9986398850478899,9252296,397408,550518,291789660
SR007-TR1-2760-2824,SR007,1,2D,fas,0.9077739719976475,0.8311228159046329,0.9293460621709173,0.999620174490914,899107,114336,68355,300908100
SR007-TR1-5340-5404,SR007,1,3D,epi,0.9381741108147438,0.8835479718191925,0.9822346749812463,0.9987122736763575,3380838,384448,61148,298163460
SR007-TR1-5340-5404,SR007,1,3D,fas,0.8188253835624348,0.6932297495792964,0.7236758841547981,0.9998785484289933,602678,36576,230123,301120500
SR007-TR1-5340-5404,SR007,1,2D,epi,0.9265768398031465,0.8631981069173346,0.9591143020337677,0.9987189191587826,3301258,382464,140728,298165440
SR007-TR1-5340-5404,SR007,1,2D,fas,0.8322942845487034,0.712760307272314,0.8169970977460401,0.9995955864788334,680396,121792,152405,301035300
SR008-CL1-5080-5144,SR008,2,3D,epi,0.9309053055803558,0.8707416755872087,0.930134446902686,0.9993515406195331,2645254,193984,198694,298951970
SR008-CL1-5080-5144,SR008,2,3D,fas,0.9422301937439543,0.8907705515616472,0.9540607536955336,0.9995972931417538,1623799,120928,78188,300166980
SR008-CL1-5080-5144,SR008,2,2D,epi,0.9178910870141261,0.8482427933075425,0.9427514145828264,0.9989407712684367,2681136,316864,162812,298829100
SR008-CL1-5080-5144,SR008,2,2D,fas,0.939043127541206,0.8850907627988215,0.9462134552144053,0.9996085889652845,1610443,117536,91544,300170370
SR008-CL2-1890-1954,SR008,2,3D,epi,0.9716854596783185,0.9449301955550993,0.9592077840879487,0.9999227836391579,1472806,23200,62634,300431260
SR008-CL2-1890-1954,SR008,2,3D,fas,0.9669982833216143,0.936105204578938,0.9658129121344075,0.9999334213049913,610613,20064,21614,301337600
SR008-CL2-1890-1954,SR008,2,2D,epi,0.9730759479728589,0.9475636937824308,0.9723870682019486,0.9998661228078808,1493042,40224,42398,300414240
SR008-CL2-1890-1954,SR008,2,2D,fas,0.9576746320952487,0.9187866491442449,0.9454800253706342,0.9999390491699717,597758,18368,34469,301339300
SR008-CL2-5300-5364,SR008,2,3D,epi,0.9670075619450967,0.9361225952108088,0.9776400702137562,0.9997987129979459,1333897,60512,30508,300564960
SR008-CL2-5300-5364,SR008,2,3D,fas,0.9497747876523915,0.9043534438954516,0.9619272878886928,0.9999179844481856,373753,24736,14793,301576600
SR008-CL2-5300-5364,SR008,2,2D,epi,0.9558649852516586,0.915461096266408,0.9870874117289221,0.9996449003496284,1346787,106752,17618,300518720
SR008-CL2-5300-5364,SR008,2,2D,fas,0.9304428149422378,0.869932742204886,0.9034631678102464,0.9999503450491896,351037,14976,37509,301586370
SR008-CL2-6030-6094,SR008,2,3D,epi,0.9693498685869563,0.9405227235142896,0.9760933331253023,0.9998711342663921,1000972,38784,24516,300925630
SR008-CL2-6030-6094,SR008,2,3D,fas,0.9384283145981848,0.8839990059107318,0.9344077605747851,0.999930190452884,345031,21056,24220,301599580
SR008-CL2-6030-6094,SR008,2,2D,epi,0.959004034315755,0.9212370325425836,0.9712566114864338,0.999814994742568,996012,55680,29476,300908740
SR008-CL2-6030-6094,SR008,2,2D,fas,0.9212495561885609,0.8539969197450373,0.9205310209044796,0.9999046219111837,339907,28768,29344,301591870
SR008-CL2-6350-6414,SR008,2,3D,epi,0.9566341539410861,0.9168731730625094,0.9701353642095246,0.999844347062489,782907,46880,24101,301136000
SR008-CL2-6350-6414,SR008,2,3D,fas,0.9368094131783528,0.881130274092151,0.9271689744050831,0.9999277388392518,386699,21792,30376,301551000
SR008-CL2-6350-6414,SR008,2,2D,epi,0.945074210290887,0.8958679553672523,0.9725987846464967,0.9997705048839429,784895,69120,22113,301113760
SR008-CL2-6350-6414,SR008,2,2D,fas,0.9160834410864976,0.8451604817300352,0.8892549301684349,0.9999278449515341,370886,21760,46189,301551040
SR008-CL2-7900-7964,SR008,2,3D,epi,0.9204370825637975,0.8526016109831704,0.9548084574773033,0.9995342881666963,1115856,140096,52814,300681120
SR008-CL2-7900-7964,SR008,2,3D,fas,0.9582040655170734,0.9197617631255757,0.974754433417392,0.9999220150152927,383445,23520,9931,301573000
SR008-CL2-7900-7964,SR008,2,2D,epi,0.8380826504016186,0.7212928274900993,0.9690383085045393,0.9986656259953587,1132486,401408,36184,300419800
SR008-CL2-7900-7964,SR008,2,2D,fas,0.9536023262103067,0.9113192336874052,0.9770753680956642,0.9999058875063788,384358,28384,9018,301568130
SR008-CR1-4800-4864,SR008,2,3D,epi,0.9757947843825242,0.9527336606992715,0.9673281851905383,0.9989931278377567,18016708,285312,608520,283079360
SR008-CR1-4800-4864,SR008,2,3D,fas,0.9483290188956429,0.9017354628343981,0.9693111336946816,0.999501752247265,1933356,149472,61211,299845860
SR008-CR1-4800-4864,SR008,2,2D,epi,0.9717882006304849,0.9451245368185538,0.9664485181067314,0.9985170205090561,18000324,420224,624904,282944450
SR008-CR1-4800-4864,SR008,2,2D,fas,0.9316764978774229,0.8720921107008693,0.9638342557557605,0.9993005757649742,1922432,209824,72135,299785500
SR008-CR1-6480-6544,SR008,2,3D,epi,0.9580535014411066,0.9194843523791111,0.9481457371431296,0.9991457136923454,7637934,251104,417720,293683140
SR008-CR1-6480-6544,SR008,2,3D,fas,0.9678535435608492,0.9377095057806925,0.9580222135472143,0.9996631762000088,4429660,100160,194095,297266000
SR008-CR1-6480-6544,SR008,2,2D,epi,0.9619520623722246,0.9266932937322233,0.9600814533494115,0.9990125682533617,7734084,290240,321570,293644000
SR008-CR1-6480-6544,SR008,2,2D,fas,0.9676053258380038,0.9372436240272332,0.9585062357326458,0.9996472496906221,4431898,104896,191857,297261250
SR008-CR1-7620-7684,SR008,2,3D,epi,0.9225043198235825,0.8561559334256835,0.8854392048121378,0.9992647136323843,5627346,217376,728083,295417100
SR008-CR1-7620-7684,SR008,2,3D,fas,0.9527240720916094,0.909716385818569,0.9772766362414111,0.9994570209775347,2142121,162784,49808,299635170
SR008-CR1-7620-7684,SR008,2,2D,epi,0.9498584768811401,0.904505208079112,0.9476247787521503,0.9989751668881812,6022562,302976,332867,295331500
SR008-CR1-7620-7684,SR008,2,2D,fas,0.9502448590812147,0.9052061971799676,0.9660221658639491,0.9995087891924442,2117452,147264,74477,299650700
SR008-CR1-7760-7824,SR008,2,3D,epi,0.8722924488212646,0.7735094510181311,0.8349785144436579,0.9983157164606321,5233394,498080,1034305,295224100
SR008-CR1-7760-7824,SR008,2,3D,fas,0.9657860382070009,0.9338358153013465,0.9748443673166403,0.9997198572757066,1866128,84064,48155,299991550
SR008-CR1-7760-7824,SR008,2,2D,epi,0.9087752296779336,0.8328029700147987,0.8954378632413585,0.9984059632836729,5612335,471392,655364,295250780
SR008-CR1-7760-7824,SR008,2,2D,fas,0.963088039199058,0.9288040601394356,0.9670142815874142,0.9997375594788422,1851139,78752,63144,299996860
SR008-CR2-640-704,SR008,2,3D,epi,0.9328188682808589,0.874096102859469,0.9360670226624332,0.9995850685649416,1644798,124576,112339,300108160
SR008-CR2-640-704,SR008,2,3D,fas,0.964155544484359,0.9307918185500202,0.978550138386204,0.9998463173924738,882480,46272,19344,301041800
SR008-CR2-640-704,SR008,2,2D,epi,0.9204163123296984,0.8525659685687916,0.9384117459253319,0.999410697157573,1648918,176928,108219,300055800
SR008-CR2-640-704,SR008,2,2D,fas,0.9540334020177299,0.912106948594836,0.9639231158186076,0.999829843801645,869289,51232,32535,301036830
SR008-TL1-1160-1224,SR008,2,3D,epi,0.9770708907687371,0.9551697003744585,0.979370673581577,0.99991611776428,975937,25248,20557,300968160
SR008-TL1-1160-1224,SR008,2,3D,fas,0.9626127048692313,0.9279202756651156,0.9568089875937688,0.9999563878620815,404203,13152,18246,301554270
SR008-TL1-1160-1224,SR008,2,2D,epi,0.970183546366888,0.9420936545965606,0.984145413820856,0.9998522226782307,980695,44480,15799,300948930
SR008-TL1-1160-1224,SR008,2,2D,fas,0.952653885061439,0.9095884077608128,0.9407313072110479,0.9999520372598335,397411,14464,25038,301552960
SR008-TL1-1879-1943,SR008,2,3D,epi,0.894349874781127,0.8088904929161771,0.9865641352718628,0.99848429061945565,2041803,454592,27807,299465700
SR008-TL1-1879-1943,SR008,2,3D,fas,0.951556141391001,0.9075890268969273,0.9467767799871712,0.999937496969442,413287,18848,23233,301534530
SR008-TL1-1879-1943,SR008,2,2D,epi,0.8754249878181362,0.77844961726445006,0.9596556839211252,0.9983937065411613,1986113,481760,83497,299438530
SR008-TL1-1879-1943,SR008,2,2D,fas,0.9351146157174872,0.8781363980758726,0.9133487583615871,0.9999419538910548,398695,17504,37825,301535870
SR008-TL1-240-304,SR008,2,3D,epi,0.8095123384869186,0.6799838122287196,0.7542631393042831,0.9992348107540461,1584467,229472,516215,299659740
SR008-TL1-240-304,SR008,2,3D,fas,0.9666239368833542,0.9354038393032172,0.9790560322289562,0.9999298526402688,443764,21152,9493,301515500
SR008-TL1-240-304,SR008,2,2D,epi,0.9527203023892615,0.9097095117596526,0.9648633158183866,0.9995753098427479,2026871,127360,73811,299761860
SR008-TL1-240-304,SR008,2,2D,fas,0.9553826291651627,0.9145766247421675,0.9518330660089088,0.9999387669778537,431425,18464,21832,301518180
SR008-TL1-800-864,SR008,2,3D,epi,0.9760489230227551,0.9532183177189487,0.9865109075763571,0.9998832628612375,992428,35136,13570,300948770
SR008-TL1-800-864,SR008,2,3D,fas,0.9603357042945151,0.9236978784991939,0.9438248783227255,0.9999691208302444,403353,9312,24007,301553200
SR008-TL1-800-864,SR008,2,2D,epi,0.9570885482416591,0.9177083506255638,0.9891401374555416,0.9997398399085156,995073,78304,10925,300905600
SR008-TL1-800-864,SR008,2,2D,fas,0.952392230886735,0.9091114622917276,0.9315073942343691,0.9999650885006508,398089,10528,29271,301552000
SR008-TR1-1210-1274,SR008,2,3D,epi,0.9175032373346758,0.8475805831285802,0.9201063457099392,0.9997037627782622,958645,89152,83240,300858850
SR008-TR1-1210-1274,SR008,2,3D,fas,0.8760236258953963,0.7793968326009213,0.8996082525079296,0.9997324017567278,470532,80672,52509,301386180
SR008-TR1-1210-1274,SR008,2,2D,epi,0.9021725761717391,0.8217799597551962,0.9082010010701757,0.9996359238116613,946241,109568,95644,300838430
SR008-TR1-1210-1274,SR008,2,2D,fas,0.8522258442062687,0.7425030785929492,0.8749677367548624,0.9996904734322167,457644,93312,65397,301373540
SR008-TR1-1430-1494,SR008,2,3D,epi,0.9539962199408649,0.9120389793303916,0.9419893296811285,0.9998871861674983,973919,33952,59977,300922050
SR008-TR1-1430-1494,SR008,2,3D,fas,0.9577909957241906,0.9190008835029422,0.9637112672742643,0.9999005088581692,593942,29984,22365,301343580
SR008-TR1-1430-1494,SR008,2,2D,epi,0.7511286327215317,0.6014459554456646,0.9599205335933207,0.9979524449028769,992458,616224,41438,300339780
SR008-TR1-1430-1494,SR008,2,2D,fas,0.94343133108552,0.892920033351739,0.9157303097320004,0.9999477591870002,564371,15744,51936,301357820
SR008-TR1-1760-1824,SR008,2,3D,epi,0.9381399918732465,0.8834874509759872,0.9247091790270667,0.9993064819299707,4089985,206368,333011,297360500
SR008-TR1-1760-1824,SR008,2,3D,fas,0.9178889588326679,0.8482391583792465,0.9367070537283303,0.9994821393310892,1397625,155616,94437,300342200
SR008-TR1-1760-1824,SR008,2,2D,epi,0.9329748455077755,0.8743700573317406,0.9234091552422837,0.9991663588479154,4084235,248064,338761,297318820
SR008-TR1-1760-1824,SR008,2,2D,fas,0.9133468572278061,0.8405137032942629,0.9182433437752586,0.9995408153105295,1370076,137984,121986,300359840
SR008-TR1-2060-2124,SR008,2,3D,epi,0.9598143343712543,0.9227336677352591,0.9751556414996259,0.9992709506179319,3731200,217376,95061,297946240
SR008-TR1-2060-2124,SR008,2,3D,fas,0.951573752815313,0.9076210705050073,0.9354888004182249,0.9998730625403799,1163140,38176,80210,300708350
SR008-TR1-2060-2124,SR008,2,2D,epi,0.9535242949776306,0.911176714759229,0.9724219022173344,0.9991374400231143,3720740,257184,105521,297906430
SR008-TR1-2060-2124,SR008,2,2D,fas,0.9464837622022824,0.8984045316480578,0.9263361080950657,0.9998714665119689,1151760,38656,91590,300707870
SR008-TR1-670-734,SR008,2,3D,epi,0.9516865103291556,0.907826255892187,0.9414013211608402,0.9998608779613739,1065414,41856,66318,300816300
SR008-TR1-670-734,SR008,2,3D,fas,0.9123396707499585,0.8388093655847783,0.9564817182306316,0.99979986714537,411488,60352,18722,301499330
SR008-TR1-670-734,SR008,2,2D,epi,0.9382898715869746,0.8837533395197696,0.94584937069907,0.9997356893850371,1070448,79520,61284,300778620
SR008-TR1-670-734,SR008,2,2D,fas,0.8997433109524396,0.817757637748428,0.932902535970805,0.9997991243365044,401344,60576,28866,301499100
SR009-CL1-3900-3964,SR009,3,3D,epi,0.9546142814608602,0.9131694307005391,0.9817778209899943,0.9964212210998312,13480482,1031616,250203,287227600
SR009-CL1-3900-3964,SR009,3,3D,fas,0.875429950101624,0.7784574648602229,0.8260931006729905,0.9994779506973326,2110311,156320,444257,299279000
SR009-CL1-3900-3964,SR009,3,2D,epi,0.9513173320656508,0.9071546247059805,0.9671588853724341,0.996849280136082,13279754,908224,450931,287350980
SR009-CL1-3900-3964,SR009,3,2D,fas,0.8420769253360222,0.727230455771328,0.8081429032227758,0.9990508000318626,2064456,284224,490112,299151100
SR009-CL1-4400-4464,SR009,3,3D,epi,0.9506003052207737,0.9058515167767052,0.9310649956710768,0.998906095579472,10632482,317856,787217,290252320
SR009-CL1-4400-4464,SR009,3,3D,fas,0.9117263405868876,0.8377730478918016,0.9599142749475271,0.998376882864828,3191762,484768,133287,298180060
SR009-CL1-4400-4464,SR009,3,2D,epi,0.9488804796850152,0.9027331919405969,0.9222289484162411,0.9991512411731563,10531577,246624,888122,290323550
SR009-CL1-4400-4464,SR009,3,2D,fas,0.9147787199080538,0.8429421139166645,0.953660231774028,0.9985377053226313,3170967,436736,154082,298228100
SR009-CL1-5380-5444,SR009,3,3D,epi,0.9720709074807099,0.9456594959272134,0.9596570039628486,0.9993374179184585,12416930,191520,521995,288859460
SR009-CL1-5380-5444,SR009,3,3D,fas,0.9617431410477758,0.926305598422279,0.9825313307667456,0.9987814901017892,5839223,360736,103817,295686100
SR009-CL1-5380-5444,SR009,3,2D,epi,0.9556379780673637,0.9150447431044219,0.9595181979955831,0.997824383661284,12415134,628864,523791,288422100
SR009-CL1-5380-5444,SR009,3,2D,fas,0.9253294773807065,0.861035506143224,0.9044906310575059,0.9989868630110946,5375424,299936,567616,295746900
SR009-CL1-6980-7044,SR009,3,3D,epi,0.892280306551389,0.8055109174537606,0.9009679214093035,0.9942532273430138,12584137,1655200,1383216,286367330
SR009-CL1-6980-7044,SR009,3,3D,fas,0.9418433333173821,0.8900792887976742,0.9633776162852603,0.9954745295286166,15154927,1295456,576108,284963400
SR009-CL1-6980-7044,SR009,3,2D,epi,0.833957143238746,0.7152028232951114,0.8817929925591484,0.9887044390409936,12316314,3253376,1651039,284769150
SR009-CL1-6980-7044,SR009,3,2D,fas,0.8878441881227876,0.7983091745249182,0.8570803510385681,0.995954318995173,13482761,1158112,2248274,285100740
SR009-CL2-2000-2064,SR009,3,3D,epi,0.9550722333812424,0.9140078997725599,0.9489445377583575,0.9989844377195806,7416867,298752,399045,293875230
SR009-CL2-2000-2064,SR009,3,3D,fas,0.9242960758566607,0.8592476564522571,0.9664162680829836,0.99926378780866,1712594,221024,59514,299996770
SR009-CL2-2000-2064,SR009,3,2D,epi,0.9502723702540883,0.9052561286627305,0.9398953058836896,0.9989833498933753,7346139,299072,469773,293874900
SR009-CL2-2000-2064,SR009,3,2D,fas,0.9034852832227511,0.8239609276546439,0.934197577122839,0.9992102799718183,1655499,237088,116609,299980700
SR009-CL2-3128-3192,SR009,3,3D,epi,0.9592945083561428,0.9217732740517005,0.975769465554747,0.9992090388123392,3925825,235680,97487,297730900
SR009-CL2-3128-3192,SR009,3,3D,fas,0.926620201590729,0.8632733753364494,0.9172152375996767,0.9997011369273787,1318518,89824,119005,300462530
SR009-CL2-3128-3192,SR009,3,2D,epi,0.9496119802293082,0.9040582740429732,0.961625894288089,0.9991401989119639,3868921,256192,154391,297710400
