metric,estimate,.y.,group1,group2,n1,n2,statistic,p,conf.low,conf.high,method,alternative,p.adj,p.adj.signif
error_rate,-0.022203353468316565,value,3D,3D Base,100,100,1465,2.7e-4,-0.03796013314192253,-0.010692931220971905,Wilcoxon,two.sided,2.7e-4,***
